"Algo","generacion","tipo","numero","genero","nacionalidad","promedio","actividad","materias","altura","peso","IMC","costo_materia","colegiatura","status","carga_academica","beca","descuento","colegiatura_real"
"209",2020,"U",10209,"M","MEX",75,"Ninguna",7,178.8,67.3,21.05,150,1050,"Regular","Sobrecarga","0%",1,1050
"210",2020,"P",10210,"M","MEX",75.8,"Ninguna",7,174.9,73.9,24.16,100,700,"Regular","Sobrecarga","0%",1,700
"211",2020,"P",10211,"F","MEX",78.7,"Deportiva",6,166.5,69.9,25.21,100,600,"Regular","Carga regular","0%",1,600
"212",2020,"U",10212,"M","MEX",81.9,"Cultura",6,168,70.4,24.94,150,900,"Regular","Carga regular","0%",1,900
"213",2020,"U",10213,"F","EXT",75.1,"Ninguna",6,177.9,72.7,22.97,150,900,"Regular","Carga regular","0%",1,900
"214",2020,"P",10214,"M","MEX",80,"Deportiva",6,167.9,71.4,25.33,100,600,"Regular","Carga regular","0%",1,600
"215",2020,"P",10215,"F","MEX",75.7,"Ninguna",7,174.2,66.5,21.91,100,700,"Regular","Sobrecarga","0%",1,700
"216",2020,"P",10216,"F","MEX",79.5,"Cultura",7,169.2,69.8,24.38,100,700,"Regular","Sobrecarga","0%",1,700
"217",2020,"U",10217,"F","EXT",78.7,"Deportiva",7,179,76.2,23.78,150,1050,"Regular","Sobrecarga","0%",1,1050
"218",2020,"U",10218,"F","MEX",78.8,"Deportiva",6,171.3,70.8,24.13,150,900,"Regular","Carga regular","0%",1,900
"219",2020,"P",10219,"M","MEX",76.3,"Ninguna",6,167.6,69.2,24.64,100,600,"Regular","Carga regular","0%",1,600
"220",2020,"U",10220,"F","MEX",79.2,"Cultura",6,175.9,69,22.3,150,900,"Regular","Carga regular","0%",1,900
"221",2020,"U",10221,"M","MEX",89.8,"Ninguna",6,169.9,70.7,24.49,150,900,"Regular","Carga regular","0%",1,900
"222",2020,"U",10222,"M","MEX",77.1,"Ninguna",7,172.9,70.9,23.72,150,1050,"Regular","Sobrecarga","0%",1,1050
"223",2020,"P",10223,"M","EXT",77.6,"Cultura",5,173.5,68.4,22.72,100,500,"Regular","Menor carga","0%",1,500
"224",2020,"U",10224,"F","MEX",76.3,"Ninguna",6,173.9,72.7,24.04,150,900,"Regular","Carga regular","0%",1,900
"225",2020,"U",10225,"F","EXT",89.1,"Ninguna",6,166,69.3,25.15,150,900,"Regular","Carga regular","0%",1,900
"226",2020,"U",10226,"F","MEX",85.8,"Deportiva",7,165.3,66.5,24.34,150,1050,"Regular","Sobrecarga","40%",0.6,630
"227",2020,"U",10227,"M","MEX",86,"Cultura",6,175,70.1,22.89,150,900,"Regular","Carga regular","50%",0.5,450
"228",2020,"U",10228,"M","MEX",76,"Ninguna",6,168.5,71.4,25.15,150,900,"Regular","Carga regular","0%",1,900
"229",2020,"U",10229,"M","MEX",85.4,"Ninguna",6,169.1,70.7,24.72,150,900,"Regular","Carga regular","0%",1,900
"230",2020,"U",10230,"M","MEX",73.2,"Ninguna",5,172.3,69.6,23.44,150,750,"Regular","Menor carga","0%",1,750
"231",2020,"U",10231,"M","MEX",79.9,"Cultura",6,162.8,67.7,25.54,150,900,"Regular","Carga regular","0%",1,900
"232",2020,"P",10232,"M","MEX",82.8,"Ninguna",7,175.6,70.2,22.77,100,700,"Regular","Sobrecarga","0%",1,700
"233",2020,"U",10233,"F","MEX",92.4,"Deportiva",5,170.6,71,24.39,150,750,"Regular","Menor carga","40%",0.6,450
"234",2020,"U",10234,"F","MEX",79.9,"Cultura",6,172.3,68.6,23.11,150,900,"Regular","Carga regular","0%",1,900
"235",2020,"U",10235,"F","MEX",75.1,"Ninguna",5,173.1,72.9,24.33,150,750,"Regular","Menor carga","0%",1,750
"236",2020,"U",10236,"F","MEX",83.4,"Ninguna",6,174.9,68.3,22.33,150,900,"Regular","Carga regular","0%",1,900
"237",2020,"U",10237,"M","EXT",74.5,"Cultura",6,168.9,72.3,25.34,150,900,"Regular","Carga regular","0%",1,900
"238",2020,"U",10238,"M","MEX",80,"Cultura",6,172,69.7,23.56,150,900,"Regular","Carga regular","0%",1,900
"239",2020,"U",10239,"F","MEX",82.1,"Deportiva",5,167.4,72.6,25.91,150,750,"Regular","Menor carga","0%",1,750
"240",2020,"P",10240,"F","MEX",74.2,"Ninguna",6,170,69.5,24.05,100,600,"Regular","Carga regular","0%",1,600
"241",2020,"U",10241,"F","MEX",86.8,"Cultura",6,175.1,67.6,22.05,150,900,"Regular","Carga regular","50%",0.5,450
"242",2020,"P",10242,"M","MEX",84.8,"Deportiva",6,173.9,73.2,24.21,100,600,"Regular","Carga regular","0%",1,600
"243",2020,"P",10243,"O","EXT",70.5,"Deportiva",5,174.2,69.1,22.77,100,500,"Regular","Menor carga","0%",1,500
"244",2020,"U",10244,"F","MEX",78.7,"Deportiva",5,170.8,69,23.65,150,750,"Regular","Menor carga","0%",1,750
"245",2020,"P",10245,"M","MEX",86.5,"Ninguna",6,166.8,69.3,24.91,100,600,"Regular","Carga regular","0%",1,600
"246",2020,"P",10246,"M","MEX",79.1,"Cultura",7,166.3,71.8,25.96,100,700,"Regular","Sobrecarga","0%",1,700
"247",2020,"P",10247,"M","MEX",81.5,"Ninguna",6,174,70.6,23.32,100,600,"Regular","Carga regular","0%",1,600
"248",2020,"U",10248,"M","MEX",79.3,"Deportiva",5,163,68.4,25.74,150,750,"Regular","Menor carga","0%",1,750
"249",2020,"U",10249,"F","MEX",80,"Ninguna",6,166.8,68.9,24.76,150,900,"Regular","Carga regular","0%",1,900
"250",2020,"U",10250,"F","MEX",83.9,"Cultura",6,174.1,68,22.43,150,900,"Regular","Carga regular","0%",1,900
"251",2020,"U",10251,"F","MEX",75.8,"Cultura",5,170.1,68.5,23.67,150,750,"Regular","Menor carga","0%",1,750
"252",2020,"U",10252,"F","EXT",85.8,"Ninguna",6,167.6,70.2,24.99,150,900,"Regular","Carga regular","0%",1,900
"253",2020,"U",10253,"F","MEX",68,"Ninguna",5,168.7,69.4,24.39,150,750,"Bajo rendimiento","Menor carga","0%",1,750
"254",2020,"P",10254,"M","MEX",81.1,"Cultura",7,165.9,70.4,25.58,100,700,"Regular","Sobrecarga","0%",1,700
"255",2020,"U",10255,"M","MEX",81.4,"Cultura",6,168.2,67.8,23.97,150,900,"Regular","Carga regular","0%",1,900
"256",2020,"U",10256,"M","EXT",86.1,"Ninguna",5,168.5,70.9,24.97,150,750,"Regular","Menor carga","0%",1,750
"257",2020,"P",10257,"M","MEX",85.5,"Deportiva",5,169.7,69.9,24.27,100,500,"Regular","Menor carga","40%",0.6,300
"258",2020,"P",10258,"M","MEX",74.4,"Cultura",7,171.3,69.4,23.65,100,700,"Regular","Sobrecarga","0%",1,700
"259",2020,"U",10259,"M","EXT",77.2,"Deportiva",5,167.8,69.7,24.75,150,750,"Regular","Menor carga","0%",1,750
"260",2020,"U",10260,"M","MEX",81.7,"Ninguna",5,174,67.9,22.43,150,750,"Regular","Menor carga","0%",1,750
"261",2020,"U",10261,"M","MEX",85,"Ninguna",5,170.8,70.4,24.13,150,750,"Regular","Menor carga","0%",1,750
"262",2020,"U",10262,"F","MEX",87.5,"Deportiva",5,168.7,71.5,25.12,150,750,"Regular","Menor carga","40%",0.6,450
"263",2020,"P",10263,"F","MEX",75.8,"Ninguna",7,175.1,69,22.5,100,700,"Regular","Sobrecarga","0%",1,700
"264",2020,"P",10264,"F","MEX",84,"Cultura",6,172.2,67.5,22.76,100,600,"Regular","Carga regular","0%",1,600
"265",2020,"P",10265,"M","MEX",77.6,"Ninguna",6,167.6,67.3,23.96,100,600,"Regular","Carga regular","0%",1,600
"266",2020,"U",10266,"F","EXT",74,"Ninguna",5,169.8,70.6,24.49,150,750,"Regular","Menor carga","0%",1,750
"267",2020,"U",10267,"O","MEX",84.7,"Cultura",7,180.1,70.8,21.83,150,1050,"Regular","Sobrecarga","0%",1,1050
"268",2020,"U",10268,"M","MEX",86.5,"Cultura",7,165.7,72.6,26.44,150,1050,"Regular","Sobrecarga","50%",0.5,525
"269",2020,"U",10269,"F","MEX",82.3,"Deportiva",5,166.1,69.5,25.19,150,750,"Regular","Menor carga","0%",1,750
"270",2020,"U",10270,"F","MEX",84.9,"Deportiva",6,173.5,70.2,23.32,150,900,"Regular","Carga regular","0%",1,900
"271",2020,"U",10271,"O","MEX",81.7,"Ninguna",5,165.8,71.4,25.97,150,750,"Regular","Menor carga","0%",1,750
"272",2020,"U",10272,"F","MEX",76.2,"Ninguna",6,172.4,69.4,23.35,150,900,"Regular","Carga regular","0%",1,900
"273",2020,"U",10273,"F","MEX",81.3,"Deportiva",7,162.9,70.3,26.49,150,1050,"Regular","Sobrecarga","0%",1,1050
"274",2020,"U",10274,"M","MEX",80.8,"Cultura",6,169,68.4,23.95,150,900,"Regular","Carga regular","0%",1,900
"275",2020,"P",10275,"M","MEX",80.8,"Deportiva",6,173.2,70.9,23.63,100,600,"Regular","Carga regular","0%",1,600
"276",2020,"P",10276,"M","MEX",83.4,"Cultura",6,165.8,67.6,24.59,100,600,"Regular","Carga regular","0%",1,600
"277",2020,"U",10277,"M","MEX",75.8,"Ninguna",5,170.7,72.8,24.98,150,750,"Regular","Menor carga","0%",1,750
"278",2020,"U",10278,"F","MEX",76.1,"Cultura",6,170.1,71.3,24.64,150,900,"Regular","Carga regular","0%",1,900
"279",2020,"U",10279,"F","MEX",73.5,"Ninguna",7,171.7,73.2,24.83,150,1050,"Regular","Sobrecarga","0%",1,1050
"280",2020,"P",10280,"M","EXT",81.5,"Cultura",5,162,67.9,25.87,100,500,"Regular","Menor carga","0%",1,500
"281",2020,"U",10281,"M","MEX",81.5,"Cultura",7,168.8,68.1,23.9,150,1050,"Regular","Sobrecarga","0%",1,1050
"282",2020,"U",10282,"O","MEX",73,"Deportiva",6,168.8,68.9,24.18,150,900,"Regular","Carga regular","0%",1,900
"283",2020,"U",10283,"M","MEX",78.7,"Cultura",6,164.8,67.8,24.96,150,900,"Regular","Carga regular","0%",1,900
"284",2020,"P",10284,"F","EXT",67.1,"Ninguna",6,163.2,69.9,26.24,100,600,"Bajo rendimiento","Carga regular","0%",1,600
"285",2020,"U",10285,"F","MEX",77.7,"Deportiva",6,168.7,67.8,23.82,150,900,"Regular","Carga regular","0%",1,900
"286",2020,"U",10286,"F","MEX",81,"Deportiva",6,173.2,72.8,24.27,150,900,"Regular","Carga regular","0%",1,900
"287",2020,"P",10287,"F","MEX",79.2,"Ninguna",6,170.4,70.9,24.42,100,600,"Regular","Carga regular","0%",1,600
"288",2020,"P",10288,"F","EXT",77.7,"Ninguna",6,165.7,68.7,25.02,100,600,"Regular","Carga regular","0%",1,600
"289",2020,"P",10289,"F","EXT",83.2,"Ninguna",7,173.5,70.3,23.35,100,700,"Regular","Sobrecarga","0%",1,700
"290",2020,"P",10290,"M","MEX",82.6,"Ninguna",7,172,69.7,23.56,100,700,"Regular","Sobrecarga","0%",1,700
"291",2020,"P",10291,"F","MEX",82,"Cultura",7,164.9,70.1,25.78,100,700,"Regular","Sobrecarga","0%",1,700
"292",2020,"U",10292,"M","MEX",78.2,"Ninguna",6,171.3,70.7,24.09,150,900,"Regular","Carga regular","0%",1,900
"293",2020,"P",10293,"F","MEX",81.6,"Cultura",7,167.9,70,24.83,100,700,"Regular","Sobrecarga","0%",1,700
"294",2020,"U",10294,"M","MEX",79.6,"Cultura",6,176.9,65.4,20.9,150,900,"Regular","Carga regular","0%",1,900
"295",2020,"P",10295,"F","EXT",87.1,"Ninguna",5,170.4,70.7,24.35,100,500,"Regular","Menor carga","0%",1,500
"296",2020,"U",10296,"M","EXT",91.5,"Ninguna",5,171.5,68.2,23.19,150,750,"Regular","Menor carga","0%",1,750
"297",2020,"U",10297,"F","MEX",75.5,"Ninguna",6,166.9,63.5,22.8,150,900,"Regular","Carga regular","0%",1,900
"298",2020,"U",10298,"F","MEX",79.4,"Ninguna",6,165.1,70.2,25.75,150,900,"Regular","Carga regular","0%",1,900
"299",2020,"P",10299,"M","MEX",81.3,"Ninguna",5,173.9,64.7,21.39,100,500,"Regular","Menor carga","0%",1,500
"300",2020,"U",10300,"M","EXT",79.6,"Deportiva",6,168.5,72.1,25.39,150,900,"Regular","Carga regular","0%",1,900
"301",2020,"U",10301,"O","MEX",82.1,"Deportiva",5,170.1,68.5,23.67,150,750,"Regular","Menor carga","0%",1,750
"302",2020,"P",10302,"M","MEX",77.4,"Cultura",7,160.4,70.4,27.36,100,700,"Regular","Sobrecarga","0%",1,700
"303",2020,"P",10303,"F","MEX",84.7,"Cultura",6,165.4,70,25.59,100,600,"Regular","Carga regular","0%",1,600
"304",2020,"U",10304,"M","MEX",79.5,"Ninguna",5,173.6,70.7,23.46,150,750,"Regular","Menor carga","0%",1,750
"305",2020,"U",10305,"M","MEX",84.6,"Deportiva",7,170.8,72.1,24.71,150,1050,"Regular","Sobrecarga","0%",1,1050
"306",2020,"U",10306,"M","MEX",84,"Ninguna",7,164.1,72.8,27.03,150,1050,"Regular","Sobrecarga","0%",1,1050
"307",2020,"P",10307,"M","MEX",78.9,"Ninguna",7,171,69.1,23.63,100,700,"Regular","Sobrecarga","0%",1,700
"308",2020,"P",10308,"O","MEX",80.4,"Ninguna",6,169.5,68.8,23.95,100,600,"Regular","Carga regular","0%",1,600
"309",2020,"U",10309,"M","MEX",81.3,"Ninguna",7,168.1,65.5,23.18,150,1050,"Regular","Sobrecarga","0%",1,1050
"310",2020,"U",10310,"M","EXT",89.9,"Ninguna",5,166.9,67,24.05,150,750,"Regular","Menor carga","0%",1,750
"311",2020,"U",10311,"F","EXT",71.3,"Cultura",6,170.2,71.7,24.75,150,900,"Regular","Carga regular","0%",1,900
"312",2020,"U",10312,"O","MEX",78.3,"Cultura",7,166.1,68.6,24.86,150,1050,"Regular","Sobrecarga","0%",1,1050
"313",2020,"U",10313,"O","MEX",85.7,"Ninguna",5,172.8,72.1,24.15,150,750,"Regular","Menor carga","0%",1,750
"314",2020,"P",10314,"M","MEX",72.8,"Ninguna",5,167,72,25.82,100,500,"Regular","Menor carga","0%",1,500
"315",2020,"U",10315,"F","MEX",87.9,"Cultura",6,170.6,71.7,24.64,150,900,"Regular","Carga regular","50%",0.5,450
"316",2020,"U",10316,"F","MEX",80,"Ninguna",7,166.7,70.2,25.26,150,1050,"Regular","Sobrecarga","0%",1,1050
"317",2020,"U",10317,"F","EXT",82.3,"Ninguna",5,167.1,69.2,24.78,150,750,"Regular","Menor carga","0%",1,750
"318",2020,"P",10318,"F","MEX",79,"Ninguna",6,165.9,70,25.43,100,600,"Regular","Carga regular","0%",1,600
"319",2020,"P",10319,"F","MEX",86.2,"Cultura",6,165.3,68.6,25.11,100,600,"Regular","Carga regular","50%",0.5,300
"320",2020,"U",10320,"F","MEX",80.3,"Ninguna",5,170.6,73,25.08,150,750,"Regular","Menor carga","0%",1,750
"321",2020,"U",10321,"F","MEX",79.5,"Cultura",6,168.2,67.7,23.93,150,900,"Regular","Carga regular","0%",1,900
"322",2020,"U",10322,"M","MEX",81.6,"Ninguna",6,168,72.1,25.55,150,900,"Regular","Carga regular","0%",1,900
"323",2020,"U",10323,"F","MEX",79.3,"Ninguna",5,175.1,71.7,23.39,150,750,"Regular","Menor carga","0%",1,750
"324",2020,"P",10324,"M","MEX",95.2,"Cultura",6,172.5,70,23.52,100,600,"Regular","Carga regular","50%",0.5,300
"325",2020,"U",10325,"M","MEX",82.1,"Deportiva",5,163.1,70,26.31,150,750,"Regular","Menor carga","0%",1,750
"326",2020,"P",10326,"F","MEX",77.7,"Cultura",6,170.1,72.1,24.92,100,600,"Regular","Carga regular","0%",1,600
"327",2020,"U",10327,"M","MEX",80.4,"Ninguna",6,169.8,68.9,23.9,150,900,"Regular","Carga regular","0%",1,900
"328",2020,"U",10328,"F","EXT",86.7,"Deportiva",6,171.2,70.3,23.99,150,900,"Regular","Carga regular","40%",0.6,540
"329",2020,"U",10329,"M","MEX",79,"Ninguna",5,172.6,69.7,23.4,150,750,"Regular","Menor carga","0%",1,750
"330",2020,"U",10330,"O","EXT",78.4,"Deportiva",7,170.9,70.6,24.17,150,1050,"Regular","Sobrecarga","0%",1,1050
"331",2020,"P",10331,"M","MEX",74.7,"Deportiva",5,166.4,67.2,24.27,100,500,"Regular","Menor carga","0%",1,500
"332",2020,"U",10332,"F","MEX",76.4,"Deportiva",6,169.4,71,24.74,150,900,"Regular","Carga regular","0%",1,900
"333",2020,"P",10333,"F","MEX",77.5,"Deportiva",7,171.4,71.4,24.3,100,700,"Regular","Sobrecarga","0%",1,700
"334",2020,"U",10334,"F","EXT",79.9,"Ninguna",5,168.6,73.1,25.72,150,750,"Regular","Menor carga","0%",1,750
"335",2020,"P",10335,"F","MEX",78,"Cultura",7,168.7,71,24.95,100,700,"Regular","Sobrecarga","0%",1,700
"336",2020,"U",10336,"F","MEX",76.7,"Ninguna",6,175,72.9,23.8,150,900,"Regular","Carga regular","0%",1,900
"337",2020,"P",10337,"O","MEX",78.3,"Cultura",5,167.6,70.8,25.2,100,500,"Regular","Menor carga","0%",1,500
"338",2020,"U",10338,"F","MEX",87,"Cultura",6,170.1,66.6,23.02,150,900,"Regular","Carga regular","50%",0.5,450
"339",2020,"P",10339,"M","MEX",81.6,"Ninguna",7,171.5,69.9,23.77,100,700,"Regular","Sobrecarga","0%",1,700
"340",2020,"P",10340,"M","MEX",78.7,"Ninguna",6,172.4,65.4,22,100,600,"Regular","Carga regular","0%",1,600
"341",2020,"U",10341,"F","MEX",78.7,"Ninguna",7,173.8,70.5,23.34,150,1050,"Regular","Sobrecarga","0%",1,1050
"342",2020,"U",10342,"M","EXT",78.8,"Ninguna",6,169.9,67.1,23.25,150,900,"Regular","Carga regular","0%",1,900
"343",2020,"U",10343,"M","MEX",78.9,"Ninguna",5,169,72.4,25.35,150,750,"Regular","Menor carga","0%",1,750
"344",2020,"U",10344,"F","MEX",71.4,"Cultura",5,175.3,69.5,22.62,150,750,"Regular","Menor carga","0%",1,750
"345",2020,"U",10345,"F","MEX",80,"Cultura",5,165.7,71.4,26,150,750,"Regular","Menor carga","0%",1,750
"346",2020,"U",10346,"F","MEX",79.4,"Ninguna",5,174.1,70.3,23.19,150,750,"Regular","Menor carga","0%",1,750
"347",2020,"P",10347,"M","MEX",72.2,"Deportiva",5,166.3,69,24.95,100,500,"Regular","Menor carga","0%",1,500
"348",2020,"P",10348,"F","MEX",76.6,"Cultura",7,173,68.3,22.82,100,700,"Regular","Sobrecarga","0%",1,700
"349",2020,"U",10349,"M","MEX",76,"Deportiva",6,170.7,70.1,24.06,150,900,"Regular","Carga regular","0%",1,900
"350",2020,"P",10350,"F","EXT",76.9,"Cultura",6,178.4,68.9,21.65,100,600,"Regular","Carga regular","0%",1,600
"351",2020,"P",10351,"F","MEX",74.4,"Ninguna",5,162.8,73,27.54,100,500,"Regular","Menor carga","0%",1,500
"352",2020,"P",10352,"F","MEX",79.2,"Deportiva",6,168.8,71.1,24.95,100,600,"Regular","Carga regular","0%",1,600
"353",2020,"P",10353,"F","MEX",73.4,"Ninguna",7,164.6,71.2,26.28,100,700,"Regular","Sobrecarga","0%",1,700
"354",2020,"U",10354,"M","MEX",87.8,"Ninguna",6,171,69.4,23.73,150,900,"Regular","Carga regular","0%",1,900
"355",2020,"U",10355,"M","MEX",87.6,"Ninguna",6,167.7,67.9,24.14,150,900,"Regular","Carga regular","0%",1,900
"356",2020,"U",10356,"M","MEX",79.2,"Ninguna",6,169.2,69.7,24.35,150,900,"Regular","Carga regular","0%",1,900
"357",2020,"U",10357,"M","MEX",78.9,"Cultura",6,160.2,69.2,26.96,150,900,"Regular","Carga regular","0%",1,900
"358",2020,"U",10358,"M","MEX",74.8,"Cultura",7,176.4,72.1,23.17,150,1050,"Regular","Sobrecarga","0%",1,1050
"359",2020,"U",10359,"F","MEX",77.2,"Ninguna",5,167.5,73.9,26.34,150,750,"Regular","Menor carga","0%",1,750
"360",2020,"U",10360,"M","EXT",78.9,"Ninguna",6,170.7,69.1,23.71,150,900,"Regular","Carga regular","0%",1,900
"361",2020,"P",10361,"F","EXT",70,"Ninguna",6,161.2,68.1,26.21,100,600,"Regular","Carga regular","0%",1,600
"362",2020,"U",10362,"M","MEX",78.8,"Ninguna",5,166.9,70.1,25.17,150,750,"Regular","Menor carga","0%",1,750
"363",2020,"P",10363,"M","MEX",80.7,"Ninguna",6,167.5,69.5,24.77,100,600,"Regular","Carga regular","0%",1,600
"364",2020,"U",10364,"F","MEX",66.3,"Cultura",5,175.9,69.7,22.53,150,750,"Bajo rendimiento","Menor carga","0%",1,750
"365",2020,"P",10365,"F","MEX",73.2,"Ninguna",6,171,68.2,23.32,100,600,"Regular","Carga regular","0%",1,600
"366",2020,"U",10366,"M","MEX",71.7,"Cultura",5,169.4,72.3,25.19,150,750,"Regular","Menor carga","0%",1,750
"367",2020,"U",10367,"O","EXT",86.3,"Deportiva",5,169.9,67.6,23.42,150,750,"Regular","Menor carga","40%",0.6,450
"368",2020,"U",10368,"M","MEX",74.1,"Cultura",6,169.4,71.3,24.85,150,900,"Regular","Carga regular","0%",1,900
"369",2020,"P",10369,"M","MEX",76,"Deportiva",5,164.6,71.9,26.54,100,500,"Regular","Menor carga","0%",1,500
"370",2020,"U",10370,"F","MEX",77.8,"Ninguna",7,169.4,69.2,24.11,150,1050,"Regular","Sobrecarga","0%",1,1050
"371",2020,"U",10371,"M","EXT",73.2,"Cultura",6,166.5,68,24.53,150,900,"Regular","Carga regular","0%",1,900
"372",2020,"U",10372,"F","MEX",80.2,"Ninguna",6,175.5,69.3,22.5,150,900,"Regular","Carga regular","0%",1,900
"373",2020,"U",10373,"M","MEX",72.4,"Ninguna",5,170.4,67,23.07,150,750,"Regular","Menor carga","0%",1,750
"374",2020,"U",10374,"M","EXT",81.1,"Ninguna",7,171,69.9,23.9,150,1050,"Regular","Sobrecarga","0%",1,1050
"375",2020,"U",10375,"F","EXT",80.3,"Ninguna",7,168.2,69,24.39,150,1050,"Regular","Sobrecarga","0%",1,1050
"376",2020,"P",10376,"M","MEX",90.2,"Cultura",5,176.7,72.3,23.16,100,500,"Regular","Menor carga","50%",0.5,250
"377",2020,"U",10377,"O","MEX",80.8,"Cultura",7,169.2,69.7,24.35,150,1050,"Regular","Sobrecarga","0%",1,1050
"378",2020,"P",10378,"F","MEX",84.5,"Deportiva",6,165.7,70.1,25.53,100,600,"Regular","Carga regular","0%",1,600
"379",2020,"U",10379,"F","MEX",71.6,"Deportiva",6,173.2,70.9,23.63,150,900,"Regular","Carga regular","0%",1,900
"380",2020,"U",10380,"F","MEX",74.6,"Cultura",5,166.7,71.5,25.73,150,750,"Regular","Menor carga","0%",1,750
"381",2020,"U",10381,"M","MEX",76.7,"Ninguna",6,171.8,70.1,23.75,150,900,"Regular","Carga regular","0%",1,900
"382",2020,"U",10382,"F","EXT",77.7,"Ninguna",7,168.3,73.3,25.88,150,1050,"Regular","Sobrecarga","0%",1,1050
"383",2020,"U",10383,"M","EXT",87.9,"Ninguna",7,173.6,66,21.9,150,1050,"Regular","Sobrecarga","0%",1,1050
"384",2020,"U",10384,"M","MEX",85.1,"Cultura",5,163.8,69.2,25.79,150,750,"Regular","Menor carga","50%",0.5,375
"385",2020,"U",10385,"M","MEX",85.7,"Ninguna",5,174.7,70.5,23.1,150,750,"Regular","Menor carga","0%",1,750
"386",2020,"U",10386,"O","MEX",82.9,"Cultura",6,170.4,69.8,24.04,150,900,"Regular","Carga regular","0%",1,900
"387",2020,"U",10387,"F","MEX",78.5,"Ninguna",7,167.9,66.6,23.63,150,1050,"Regular","Sobrecarga","0%",1,1050
"388",2020,"U",10388,"F","EXT",90,"Cultura",5,168.4,68.1,24.01,150,750,"Regular","Menor carga","50%",0.5,375
"389",2020,"U",10389,"F","MEX",87.1,"Deportiva",7,178.3,73.6,23.15,150,1050,"Regular","Sobrecarga","40%",0.6,630
"390",2020,"U",10390,"F","MEX",84.8,"Ninguna",5,168.7,70.5,24.77,150,750,"Regular","Menor carga","0%",1,750
"391",2020,"U",10391,"F","MEX",79.3,"Ninguna",7,169.6,70.2,24.41,150,1050,"Regular","Sobrecarga","0%",1,1050
"392",2020,"P",10392,"M","MEX",85.3,"Ninguna",6,171.2,69.2,23.61,100,600,"Regular","Carga regular","0%",1,600
"393",2020,"U",10393,"F","MEX",85.3,"Deportiva",6,164.3,73.9,27.38,150,900,"Regular","Carga regular","40%",0.6,540
"394",2020,"U",10394,"M","EXT",86.3,"Deportiva",6,174.3,69.3,22.81,150,900,"Regular","Carga regular","40%",0.6,540
"395",2020,"P",10395,"F","MEX",74,"Cultura",6,166.6,72,25.94,100,600,"Regular","Carga regular","0%",1,600
"396",2020,"P",10396,"O","MEX",72.8,"Ninguna",5,175.4,70.1,22.79,100,500,"Regular","Menor carga","0%",1,500
"397",2020,"P",10397,"M","MEX",77.3,"Ninguna",6,166.7,68.9,24.79,100,600,"Regular","Carga regular","0%",1,600
"398",2020,"U",10398,"O","MEX",72.7,"Cultura",6,170.5,71.9,24.73,150,900,"Regular","Carga regular","0%",1,900
"399",2020,"U",10399,"F","MEX",75.5,"Deportiva",6,166.4,71.2,25.71,150,900,"Regular","Carga regular","0%",1,900
"400",2020,"U",10400,"M","MEX",87.1,"Cultura",6,170.1,73.6,25.44,150,900,"Regular","Carga regular","50%",0.5,450
"401",2020,"U",10401,"M","MEX",76.4,"Deportiva",7,171.8,70,23.72,150,1050,"Regular","Sobrecarga","0%",1,1050
"402",2020,"U",10402,"M","MEX",80.2,"Ninguna",6,169.4,69.3,24.15,150,900,"Regular","Carga regular","0%",1,900
"403",2020,"U",10403,"F","MEX",83,"Cultura",6,170.3,70.1,24.17,150,900,"Regular","Carga regular","0%",1,900
"404",2020,"P",10404,"F","MEX",76.5,"Ninguna",6,171.4,69.7,23.73,100,600,"Regular","Carga regular","0%",1,600
"405",2020,"P",10405,"F","MEX",73.6,"Ninguna",7,169.7,69.1,23.99,100,700,"Regular","Sobrecarga","0%",1,700
"406",2020,"U",10406,"M","MEX",84.1,"Ninguna",6,169.7,70.7,24.55,150,900,"Regular","Carga regular","0%",1,900
"407",2020,"U",10407,"F","MEX",87.9,"Ninguna",7,167.8,74.4,26.42,150,1050,"Regular","Sobrecarga","0%",1,1050
"408",2020,"U",10408,"F","MEX",80.4,"Ninguna",5,174.3,69.1,22.74,150,750,"Regular","Menor carga","0%",1,750
"409",2020,"U",10409,"F","MEX",78.4,"Cultura",6,174.7,71.3,23.36,150,900,"Regular","Carga regular","0%",1,900
"410",2020,"U",10410,"O","MEX",77.9,"Ninguna",6,165.9,67.3,24.45,150,900,"Regular","Carga regular","0%",1,900
"411",2020,"U",10411,"M","EXT",84.2,"Cultura",5,161.8,67.9,25.94,150,750,"Regular","Menor carga","0%",1,750
"412",2020,"U",10412,"F","EXT",72.4,"Deportiva",6,173.1,67.7,22.59,150,900,"Regular","Carga regular","0%",1,900
