"Deporte","Disciplina","Evento","Medalla","Genero","Atleta","Ciudad","Pais","Año"
"Athletics","Athletics","Hammer Throw","Bronze","Men","MCCRACKEN, Josiah","Paris","USA",1900
"Athletics","Athletics","Hammer Throw","Gold","Men","FLANAGAN, John Jesus","Paris","USA",1900
"Athletics","Athletics","Hammer Throw","Silver","Men","HARE, Thomas Truxton","Paris","USA",1900
"Athletics","Athletics","High Jump","Bronze","Men","GÖNCZY, Lajos","Paris","HUN",1900
"Athletics","Athletics","High Jump","Gold","Men","BAXTER, Irving","Paris","USA",1900
"Athletics","Athletics","High Jump","Silver","Men","LEAHY, Patrick Joseph","Paris","GBR",1900
"Athletics","Athletics","High Jump, Standing","Bronze","Men","SHELDON, Lewis Pendleton","Paris","USA",1900
"Athletics","Athletics","High Jump, Standing","Gold","Men","EWRY, Ray","Paris","USA",1900
"Athletics","Athletics","High Jump, Standing","Silver","Men","BAXTER, Irving","Paris","USA",1900
"Athletics","Athletics","Long Jump","Bronze","Men","LEAHY, Patrick Joseph","Paris","GBR",1900
"Athletics","Athletics","Long Jump","Gold","Men","KRAENZLEIN, Alvin","Paris","USA",1900
"Athletics","Athletics","Long Jump","Silver","Men","PRINSTEIN, Meyer","Paris","USA",1900
"Athletics","Athletics","Long Jump, Standing","Bronze","Men","TORCHEBOEUF, Emile","Paris","FRA",1900
"Athletics","Athletics","Long Jump, Standing","Gold","Men","EWRY, Ray","Paris","USA",1900
"Athletics","Athletics","Long Jump, Standing","Silver","Men","BAXTER, Irving","Paris","USA",1900
"Athletics","Athletics","Marathon","Bronze","Men","FAST, Ernst","Paris","SWE",1900
"Athletics","Athletics","Marathon","Gold","Men","THEATO, Michel","Paris","FRA",1900
"Athletics","Athletics","Marathon","Silver","Men","CHAMPION, Emile","Paris","FRA",1900
"Athletics","Athletics","Pole Vault","Bronze","Men","ANDERSEN, Carl Albert","Paris","NOR",1900
"Athletics","Athletics","Pole Vault","Gold","Men","BAXTER, Irving","Paris","USA",1900
"Athletics","Athletics","Pole Vault","Silver","Men","COLKETT, Meredith Bright","Paris","USA",1900
"Athletics","Athletics","Shot Put","Bronze","Men","GARRETT, Robert","Paris","USA",1900
"Athletics","Athletics","Shot Put","Gold","Men","SHELDON, Richard","Paris","USA",1900
"Athletics","Athletics","Shot Put","Silver","Men","MCCRACKEN, Josiah","Paris","USA",1900
"Athletics","Athletics","Triple Jump","Bronze","Men","SHELDON, Lewis Pendleton","Paris","USA",1900
"Athletics","Athletics","Triple Jump","Gold","Men","PRINSTEIN, Meyer","Paris","USA",1900
"Athletics","Athletics","Triple Jump","Silver","Men","CONNOLLY, James","Paris","USA",1900
"Athletics","Athletics","Triple Jump, Standing","Bronze","Men","GARRETT, Robert","Paris","USA",1900
"Athletics","Athletics","Triple Jump, Standing","Gold","Men","EWRY, Ray","Paris","USA",1900
"Athletics","Athletics","Triple Jump, Standing","Silver","Men","BAXTER, Irving","Paris","USA",1900
"Basque Pelota","Basque Pelota","Cesta Punta","Gold","Men","De AMEZOLA y ASPIZUA, José","Paris","ESP",1900
"Basque Pelota","Basque Pelota","Cesta Punta","Gold","Men","VILLOTA BAQUIOLA, Francisco","Paris","ESP",1900
"Basque Pelota","Basque Pelota","Cesta Punta","Silver","Men","DURQUETTY, Maurice","Paris","FRA",1900
"Basque Pelota","Basque Pelota","Cesta Punta","Silver","Men","ETCHEGARAY","Paris","FRA",1900
"Cricket","Cricket","Cricket","Gold","Men","BEACHCROFT, Charles","Paris","GBR",1900
"Cricket","Cricket","Cricket","Gold","Men","BIRKETT, Arthur Ernest","Paris","GBR",1900
"Cricket","Cricket","Cricket","Gold","Men","BOWERMAN, Alfred James","Paris","GBR",1900
"Cricket","Cricket","Cricket","Gold","Men","BUCKLEY, George John","Paris","GBR",1900
"Cricket","Cricket","Cricket","Gold","Men","BURCHELL, Francis Romulus","Paris","GBR",1900
"Cricket","Cricket","Cricket","Gold","Men","CHRISTIAN, Frederick William","Paris","GBR",1900
"Cricket","Cricket","Cricket","Gold","Men","CORNER, Harry Richard","Paris","GBR",1900
"Cricket","Cricket","Cricket","Gold","Men","CUMING, Frederick Wlliam","Paris","GBR",1900
"Cricket","Cricket","Cricket","Gold","Men","DONNE, William Stephen","Paris","GBR",1900
"Cricket","Cricket","Cricket","Gold","Men","POWLESLAND, Alfred James","Paris","GBR",1900
"Cricket","Cricket","Cricket","Gold","Men","SYMES, John","Paris","GBR",1900
"Cricket","Cricket","Cricket","Gold","Men","TOLLER, Montagu Henry","Paris","GBR",1900
"Cricket","Cricket","Cricket","Silver","Men","ANDERSON, W.","Paris","FRA",1900
"Cricket","Cricket","Cricket","Silver","Men","ATTRILL, W.T.","Paris","FRA",1900
"Cricket","Cricket","Cricket","Silver","Men","BRAID, J.","Paris","FRA",1900
"Cricket","Cricket","Cricket","Silver","Men","BROWNING, W.","Paris","FRA",1900
"Cricket","Cricket","Cricket","Silver","Men","HORNE, R.","Paris","FRA",1900
"Cricket","Cricket","Cricket","Silver","Men","JORDAN, T.H.","Paris","FRA",1900
"Cricket","Cricket","Cricket","Silver","Men","MCEVOY, A.","Paris","FRA",1900
"Cricket","Cricket","Cricket","Silver","Men","ROBINSON, D.","Paris","FRA",1900
"Cricket","Cricket","Cricket","Silver","Men","ROQUES, F.","Paris","FRA",1900
"Cricket","Cricket","Cricket","Silver","Men","SCHNEIDAU, A.J.","Paris","FRA",1900
"Cricket","Cricket","Cricket","Silver","Men","TERRY, Henry John","Paris","FRA",1900
"Cricket","Cricket","Cricket","Silver","Men","TOMALIN, P.H.","Paris","FRA",1900
"Croquet","Croquet","Double","Gold","Men","AUMOITTE","Paris","FRA",1900
"Croquet","Croquet","Double","Gold","Men","JOHIN","Paris","FRA",1900
"Croquet","Croquet","Individual 1 Ball","Bronze","Men","WAYDELICH","Paris","FRA",1900
"Croquet","Croquet","Individual 1 Ball","Gold","Men","AUMOITTE","Paris","FRA",1900
"Croquet","Croquet","Individual 1 Ball","Silver","Men","JOHIN","Paris","FRA",1900
"Croquet","Croquet","Individual 2 Balls","Bronze","Men","SAUTREAU","Paris","FRA",1900
"Croquet","Croquet","Individual 2 Balls","Gold","Men","WAYDELICH","Paris","FRA",1900
"Croquet","Croquet","Individual 2 Balls","Silver","Men","VIGNEROT","Paris","FRA",1900
"Cycling","Cycling Track","25 Kilometres","Bronze","Men","DAUMAIN, .....","Paris","FRA",1900
"Cycling","Cycling Track","25 Kilometres","Gold","Men","BASTIEN, Louis","Paris","FRA",1900
"Cycling","Cycling Track","25 Kilometres","Silver","Men","HILDEBRAND, Louis","Paris","FRA",1900
"Cycling","Cycling Track","Sprint Indivual","Bronze","Men","LAKE, John Henry","Paris","USA",1900
"Cycling","Cycling Track","Sprint Indivual","Gold","Men","TAILLANDIER, Georges","Paris","FRA",1900
"Cycling","Cycling Track","Sprint Indivual","Silver","Men","SANZ, Fernand","Paris","FRA",1900
"Equestrian","Jumping","High Jump","Bronze","Men","VAN DE POELE, Georges","Paris","BEL",1900
"Equestrian","Jumping","High Jump","Gold","Men","GARDERES, Dominique Maximien","Paris","FRA",1900
"Equestrian","Jumping","High Jump","Gold","Men","TRISSINO, Gian Giorgio","Paris","ITA",1900
"Equestrian","Jumping","Individual","Bronze","Men","DE CHAMPSAVIN, Louis","Paris","FRA",1900
"Equestrian","Jumping","Individual","Gold","Men","HAEGEMAN, Aimé","Paris","BEL",1900
"Equestrian","Jumping","Individual","Silver","Men","VAN DE POELE, Georges","Paris","BEL",1900
"Equestrian","Jumping","Long Jump Individual","Bronze","Men","DE BELLEGARDE","Paris","FRA",1900
"Equestrian","Jumping","Long Jump Individual","Gold","Men","VAN LANGHENDONCK, Constant","Paris","BEL",1900
"Equestrian","Jumping","Long Jump Individual","Silver","Men","TRISSINO, Gian Giorgio","Paris","ITA",1900
"Fencing","Fencing","Épée Individual","Bronze","Men","SEE, Léon","Paris","FRA",1900
"Fencing","Fencing","Épée Individual","Gold","Men","FONST, Ramon","Paris","CUB",1900
"Fencing","Fencing","Épée Individual","Silver","Men","PERREE, Louis","Paris","FRA",1900
"Fencing","Fencing","Épée, Amateurs And Masters","Bronze","Men","SEE, Léon","Paris","FRA",1900
"Fencing","Fencing","Épée, Amateurs And Masters","Gold","Men","AYAT, Albert","Paris","FRA",1900
"Fencing","Fencing","Épée, Amateurs And Masters","Silver","Men","FONST, Ramon","Paris","CUB",1900
"Fencing","Fencing","Épée, Masters","Bronze","Men","LAURENT, Henri","Paris","FRA",1900
"Fencing","Fencing","Épée, Masters","Gold","Men","AYAT, Albert","Paris","FRA",1900
"Fencing","Fencing","Épée, Masters","Silver","Men","BOUGNOL, Emile","Paris","FRA",1900
"Fencing","Fencing","Foil Individual","Bronze","Men","BOULENGER, Marcel Jacques","Paris","FRA",1900
"Fencing","Fencing","Foil Individual","Gold","Men","COSTE, Emile","Paris","FRA",1900
"Fencing","Fencing","Foil Individual","Silver","Men","MASSON, Henri","Paris","FRA",1900
"Fencing","Fencing","Foil, Masters","Bronze","Men","MIMIAGUE, Jean-Baptiste","Paris","FRA",1900
"Fencing","Fencing","Foil, Masters","Gold","Men","MERIGNAC, Lucien","Paris","FRA",1900
"Fencing","Fencing","Foil, Masters","Silver","Men","KIRCHHOFFER, Alphonse","Paris","FRA",1900
"Fencing","Fencing","Sabre Individual","Bronze","Men","FLESCH, Siegfried","Paris","AUT",1900
"Fencing","Fencing","Sabre Individual","Gold","Men","DE LA FALAISE, Georges","Paris","FRA",1900
"Fencing","Fencing","Sabre Individual","Silver","Men","THIEBAUT, Léon","Paris","FRA",1900
"Fencing","Fencing","Sabre, Masters","Bronze","Men","NERALIC, Milan","Paris","AUT",1900
"Fencing","Fencing","Sabre, Masters","Gold","Men","CONTE, Antonio","Paris","ITA",1900
"Fencing","Fencing","Sabre, Masters","Silver","Men","SANTELLI, Italo","Paris","ITA",1900
"Football","Football","Football","Bronze","Men","DELBECQUE, Albert","Paris","BEL",1900
"Football","Football","Football","Bronze","Men","KELECOM, R.","Paris","BEL",1900
"Football","Football","Football","Bronze","Men","LEBOUTTE, Marcel","Paris","BEL",1900
"Football","Football","Football","Bronze","Men","LONDOT","Paris","BEL",1900
"Football","Football","Football","Bronze","Men","MOREAU, Ernest","Paris","BEL",1900
"Football","Football","Football","Bronze","Men","NEEFS, E.","Paris","BEL",1900
"Football","Football","Football","Bronze","Men","PELGRIMS, Georges","Paris","BEL",1900
"Football","Football","Football","Bronze","Men","RENIER, Alphonse","Paris","BEL",1900
"Football","Football","Football","Bronze","Men","SPANNOGHE, E.","Paris","BEL",1900
"Football","Football","Football","Bronze","Men","THORNTON, Erich","Paris","BEL",1900
"Football","Football","Football","Bronze","Men","VAN HEUCKELUM","Paris","BEL",1900
"Football","Football","Football","Gold","Men","BUCKENHAM, Claude Percy","Paris","GBR",1900
"Football","Football","Football","Gold","Men","BURRIDGE, T.E.","Paris","GBR",1900
"Football","Football","Football","Gold","Men","CHALK, Alfred Ernest","Paris","GBR",1900
"Football","Football","Football","Gold","Men","GROSLING, William Sullivan","Paris","GBR",1900
"Football","Football","Football","Gold","Men","HASLAM, A.","Paris","GBR",1900
"Football","Football","Football","Gold","Men","JONES, J.H.","Paris","GBR",1900
"Football","Football","Football","Gold","Men","NICHOLAS, J.","Paris","GBR",1900
"Football","Football","Football","Gold","Men","QUASH, William Francis","Paris","GBR",1900
"Football","Football","Football","Gold","Men","SPACKMAN, F.G.","Paris","GBR",1900
"Football","Football","Football","Gold","Men","TURNER, R.R.","Paris","GBR",1900
"Football","Football","Football","Gold","Men","ZEALLEY, James Edward","Paris","GBR",1900
"Football","Football","Football","Silver","Men","ALLEMANE, Pierre","Paris","FRA",1900
"Football","Football","Football","Silver","Men","BACH","Paris","FRA",1900
"Football","Football","Football","Silver","Men","BLOCH, Jean","Paris","FRA",1900
"Football","Football","Football","Silver","Men","CANELLE, Fernand","Paris","FRA",1900
"Football","Football","Football","Silver","Men","DUPARC","Paris","FRA",1900
"Football","Football","Football","Silver","Men","FRAYSSE","Paris","FRA",1900
"Football","Football","Football","Silver","Men","GAILLARD","Paris","FRA",1900
"Football","Football","Football","Silver","Men","GARNIER, René","Paris","FRA",1900
"Football","Football","Football","Silver","Men","GRANDJEAN","Paris","FRA",1900
"Football","Football","Football","Silver","Men","HUTEAU","Paris","FRA",1900
"Football","Football","Football","Silver","Men","LAMBERT","Paris","FRA",1900
"Football","Football","Football","Silver","Men","MACAIRE","Paris","FRA",1900
"Football","Football","Football","Silver","Men","PELTIER","Paris","FRA",1900
"Golf","Golf","Individual","Bronze","Men","ROBERTSON, David Donaldson","Paris","GBR",1900
"Golf","Golf","Individual","Gold","Men","SANDS, Charles Edward","Paris","USA",1900
"Golf","Golf","Individual","Silver","Men","RUTHERFORD, Walter","Paris","GBR",1900
"Golf","Golf","Individual","Bronze","Women","PRATT, Daria","Paris","USA",1900
"Golf","Golf","Individual","Gold","Women","ABBOTT, Margaret Ives","Paris","USA",1900
"Golf","Golf","Individual","Silver","Women","WHITTIER, Pauline","Paris","USA",1900
"Gymnastics","Artistic G.","Individual All-Round","Bronze","Men","DEMANET, Lucien","Paris","FRA",1900
"Gymnastics","Artistic G.","Individual All-Round","Gold","Men","SANDRAS, Gustave","Paris","FRA",1900
"Gymnastics","Artistic G.","Individual All-Round","Silver","Men","BAS, Noël","Paris","FRA",1900
"Polo","Polo","Polo","Bronze","Men","BOUSSOD, Jean","Paris","ZZX",1900
"Polo","Polo","Polo","Bronze","Men","DUC DE BISACCIA, Louis","Paris","ZZX",1900
"Polo","Polo","Polo","Bronze","Men","FAUQUET LEMAITRE, A.","Paris","ZZX",1900
"Polo","Polo","Polo","Bronze","Men","RAOUL-DUVAL, Maurice","Paris","ZZX",1900
"Polo","Polo","Polo","Gold","Men","DALY, Dennis","Paris","ZZX",1900
"Polo","Polo","Polo","Gold","Men","KEENE, Foxhall Parker","Paris","ZZX",1900
"Polo","Polo","Polo","Gold","Men","MACKEY, Frank Jay","Paris","ZZX",1900
"Polo","Polo","Polo","Gold","Men","RAWLINSON, Alfred","Paris","ZZX",1900
"Polo","Polo","Polo","Silver","Men","BUCKMASTER, Walter Selby","Paris","ZZX",1900
"Polo","Polo","Polo","Silver","Men","COMTE DE MADRE, José Pierre M.J.","Paris","ZZX",1900
"Polo","Polo","Polo","Silver","Men","FREAKE, Frederick Maitland","Paris","ZZX",1900
"Polo","Polo","Polo","Silver","Men","MCCREERY, Walter Adolph","Paris","ZZX",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Men","BRANDT, Francois Antoine","Paris","NED",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Men","BROCKMANN, Hermanus Gerardus","Paris","NED",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Men","KLEIN, Roelof","Paris","NED",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Men","LEEGSTRA, Ruud Gerbens","Paris","NED",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Men","MIDDELBERG, Walter","Paris","NED",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Men","OFFERHAUS, Hendrik Karel","Paris","NED",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Men","THIJSSEN, Walter","Paris","NED",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Men","TROMP, Henricus","Paris","NED",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Men","VAN DIJK, Johannes Wilhelmus Maria","Paris","NED",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Men","ABELL, Louis","Paris","USA",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Men","CARR, William","Paris","USA",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Men","DEBAECKE, Harry","Paris","USA",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Men","EXLEY, John","Paris","USA",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Men","GEIGER, John","Paris","USA",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Men","HEDLEY, Edward","Paris","USA",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Men","JUVENAL, James","Paris","USA",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Men","LOCKWOOD, Roscoe","Paris","USA",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Men","MARSH, Edward","Paris","USA",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Men","BRUGGEMAN, Prospère","Paris","BEL",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Men","DE BISSCHOP, Jules","Paris","BEL",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Men","DE COCK, Oscar","Paris","BEL",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Men","DE SOMVILLE, Oscar Charles","Paris","BEL",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Men","HEMELSOET, Maurice","Paris","BEL",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Men","ODBERG, Frank","Paris","BEL",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Men","VAN CROMBRUGGHE, Marcel Lucien","Paris","BEL",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Men","VAN LANDEGHEM, Alfred","Paris","BEL",1900
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Men","VERDONCK, Maurice","Paris","BEL",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Bronze","Men","CARSTENS, Wilhelm","Paris","GER",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Bronze","Men","FELLE, Ernst","Paris","GER",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Bronze","Men","FICKEISEN, Otto","Paris","GER",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Bronze","Men","KÖRNER, Julius","Paris","GER",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Bronze","Men","KRÖWERATH, Franz","Paris","GER",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Bronze","Men","LEHLE, Carl","Paris","GER",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Bronze","Men","MÖLLER, Adolf","Paris","GER",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Bronze","Men","MOTHS, Gustav Adolf","Paris","GER",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Bronze","Men","RÜSTER, Hugo","Paris","GER",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Bronze","Men","WILKER, Hermann","Paris","GER",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Gold","Men","BOUCKAERT, Henri","Paris","FRA",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Gold","Men","CAU, Jean","Paris","FRA",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Gold","Men","CHARLOT","Paris","FRA",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Gold","Men","DELCHAMBRE, Emile","Paris","FRA",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Gold","Men","GOSSLER, Carl Heinrich","Paris","GER",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Gold","Men","GOSSLER, Gustav Ludwig","Paris","GER",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Gold","Men","GOSSLER, Oscar","Paris","GER",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Gold","Men","HAZEBROUCK, Henri","Paris","FRA",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Gold","Men","KATZENSTEIN, Walther","Paris","GER",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Gold","Men","TIETGENS, Waldemar","Paris","GER",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Silver","Men","BROCKMANN, Hermanus Gerardus","Paris","NED",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Silver","Men","HIEBENDAAI, Coenraad Christiaan","Paris","NED",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Silver","Men","LOTSY, Gerhard Oswald","Paris","NED",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Silver","Men","LOTSY, Paulus Jan","Paris","NED",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Silver","Men","LUMPP, Georges","Paris","FRA",1900
"Rowing","Rowing","Four-Oared Shell With Coxswain (4-)","Silver","Men","PERRIN, Charles","Paris","FRA",1900
