nombre,artista,anio,duracion_seg,popularidad,energia,bailabilidad,positividad,acustica,instrumental,en_vivo,habla,volumen_db,tempo_bpm,tono_mayor,explicito
Hymn To Freedom,Oscar Peterson Trio,1963,333.5,53,0.118,0.568,0.198,0.969,0.835,0.0845,0.0451,-20.609,83.9,1,0
Night Train,Oscar Peterson Trio,1963,290.2,49,0.0742,0.693,0.286,0.905,0.431,0.15,0.0597,-24.38,104.3,1,0
Devil In Her Heart - Remastered 2009,The Beatles,1963,146.2,47,0.622,0.618,0.966,0.227,0.0,0.0438,0.0296,-8.861,121.1,1,0
Ran Kan Kan,Tito Puente,1963,190.4,44,0.941,0.714,0.773,0.864,0.817,0.0944,0.0422,-6.177,102.1,1,0
Pipeline,The Ventures,1963,138.4,43,0.513,0.523,0.929,0.165,0.833,0.225,0.0597,-13.158,154.7,0,0
Qui,Charles Aznavour,1963,218.3,39,0.448,0.261,0.399,0.726,0.0,0.158,0.036,-6.257,179.8,0,0
Bye Bye Birdie,Ann-Margret,1963,90.0,35,0.53,0.437,0.65,0.654,1.09e-06,0.782,0.0344,-8.147,114.4,1,0
I've Got Your Number,Tony Bennett,1963,104.7,32,0.327,0.569,0.546,0.816,0.0,0.18,0.0331,-13.267,126.9,1,0
Makin' Whoopee,George Shearing Trio,1963,240.1,32,0.235,0.789,0.509,0.888,0.667,0.135,0.0417,-20.141,116.9,1,0
Cupid - Live,Sam Cooke,1963,165.0,31,0.637,0.44,0.706,0.621,0.0,0.724,0.0393,-6.394,66.2,1,0
Kon-Tiki,The Shadows,1963,115.2,31,0.616,0.562,0.685,0.483,0.869,0.22,0.0347,-6.522,137.0,1,0
Comin' Home Baby,Quincy Jones,1963,166.2,30,0.448,0.449,0.652,0.435,0.00199,0.649,0.0381,-12.295,77.6,0,0
Hitch Hike,Marvin Gaye,1963,152.2,28,0.808,0.828,0.97,0.354,0.0,0.122,0.0366,-8.437,113.3,1,0
Satin Doll,McCoy Tyner,1963,339.9,28,0.245,0.706,0.442,0.861,0.938,0.102,0.0521,-17.225,119.8,1,0
Le premier bonheur du jour,Françoise Hardy,1963,112.7,27,0.25,0.572,0.403,0.884,1.84e-05,0.11,0.0309,-15.706,85.5,0,0
Como Dijo Cristo,Javier Solís,1963,133.5,26,0.188,0.58,0.698,0.937,0.0125,0.297,0.0295,-15.228,101.7,1,0
Nancy,Frank Sinatra,1963,218.2,25,0.0677,0.205,0.189,0.859,1.39e-06,0.123,0.0342,-20.794,170.7,1,0
無聊的樓房,王秀如,1963,208.7,25,0.0657,0.326,0.359,0.944,4.67e-06,0.112,0.0339,-20.791,85.3,1,0
"Prelude and Fugue No. 2 in C Minor, BWV 847: Fugue","Johann Sebastian Bach, Glenn Gould",1963,94.7,25,0.277,0.405,0.782,0.994,0.814,0.114,0.0518,-21.501,86.4,0,0
On The Sunny Side Of The Street,"Ella Fitzgerald, Count Basie",1963,184.9,25,0.202,0.644,0.541,0.851,0.0,0.106,0.0417,-14.264,102.6,1,0
Rio,Roberto Menescal E Seu Conjunto,1963,109.2,24,0.521,0.504,0.856,0.487,0.645,0.099,0.0325,-13.366,96.8,0,0
I Will Follow You,Percy Faith & His Orchestra,1963,124.3,24,0.582,0.506,0.852,0.716,0.926,0.379,0.0346,-11.983,127.0,1,0
The Maple Leaf Forever[Canada],"Alexander Muir, Mormon Tabernacle Choir, Eugene Ormandy",1963,196.0,24,0.0984,0.42,0.545,0.995,0.117,0.138,0.0292,-19.956,96.0,1,0
A Sleeping Bee,Bill Evans,1963,250.5,24,0.162,0.382,0.434,0.992,0.922,0.121,0.0391,-21.69,87.4,0,0
I'm Old Fashioned,"Ella Fitzgerald, Nelson Riddle",1963,207.8,22,0.211,0.42,0.194,0.938,0.0,0.12,0.0342,-12.623,100.1,1,0
一片痴情,霜華雪華,1963,288.6,22,0.015,0.291,0.437,0.981,0.00278,0.0817,0.0394,-29.097,76.8,0,0
Out Of The Night - Rudy Van Gelder Edition / 1999 Digital Remaster / 24-Bit Mastering,Joe Henderson,1963,444.6,22,0.434,0.605,0.435,0.805,0.0101,0.123,0.0362,-9.553,121.8,0,0
Poor Boy Blues - Witmark Demo - 1962,Bob Dylan,1963,179.8,21,0.289,0.538,0.645,0.842,0.00518,0.329,0.0306,-15.183,108.7,1,0
Ghost Trains,Hank Snow,1963,158.4,21,0.602,0.291,0.799,0.487,0.0,0.258,0.053,-12.052,204.4,0,0
You Belong To My Heart,Julie London,1963,171.9,21,0.224,0.385,0.57,0.843,6.56e-06,0.27,0.032,-12.473,103.4,1,0
不唱山歌漸漸生,席蓉蓉,1963,286.0,20,0.0976,0.229,0.113,0.958,0.00288,0.114,0.0453,-22.214,86.2,1,0
Beyond the Bend,Elvis Presley,1963,111.8,20,0.589,0.47,0.961,0.916,0.000866,0.0532,0.0533,-11.012,203.0,1,0
Tra Le La Le La Triangle - Single Version,"Patsy Cline, The Jordanaires",1963,137.9,20,0.124,0.596,0.967,0.793,0.0,0.183,0.047,-20.57,167.5,1,0
All The Way,Frank Sinatra,1963,209.1,20,0.136,0.235,0.22,0.863,1.7e-05,0.127,0.0317,-18.374,79.7,0,0
卜卦調,黃國隆,1963,153.8,20,0.151,0.471,0.819,0.691,0.0,0.0994,0.046,-21.054,147.3,1,0
How Lovely to Be a Woman,Ann-Margret,1963,159.7,20,0.279,0.41,0.299,0.898,0.0,0.11,0.0359,-10.925,134.6,1,0
"Tonite, Tonite",Frankie Valli & The Four Seasons,1963,132.2,20,0.336,0.459,0.805,0.78,0.0,0.0603,0.0324,-11.01,114.1,1,0
Ballad of Hollis Brown - Witmark Demo - 1962,Bob Dylan,1963,246.2,19,0.163,0.612,0.573,0.994,0.00211,0.104,0.0568,-16.183,110.3,1,0
Masters of War - Witmark Demo - 1963,Bob Dylan,1963,261.9,19,0.248,0.459,0.552,0.816,0.0,0.0955,0.0472,-14.281,184.0,0,0
White Christmas,Darlene Love,1963,172.9,19,0.774,0.442,0.398,0.798,0.0,0.201,0.058,-7.08,122.3,1,0
No One Will Ever Know,Roy Orbison,1963,147.8,19,0.363,0.232,0.585,0.723,0.00116,0.119,0.0318,-10.258,83.6,1,0
"Invention No. 8 in F Major, BWV 779","Johann Sebastian Bach, Glenn Gould",1963,63.4,18,0.287,0.492,0.979,0.991,0.844,0.111,0.0591,-20.174,100.3,1,0
Lana (Stereo),The Beach Boys,1963,101.8,18,0.557,0.631,0.964,0.554,3.82e-06,0.0806,0.0287,-8.932,140.6,1,0
A Love Like Yours (Don't Come Knocking Everyday),Martha Reeves & The Vandellas,1963,149.5,18,0.623,0.633,0.867,0.825,0.0,0.0593,0.0288,-7.206,98.2,1,0
"Cherry, Cherry Coupe (Mono)",The Beach Boys,1963,109.1,17,0.706,0.674,0.926,0.339,0.0,0.143,0.0303,-6.125,133.9,1,0
"Think - Live At The Apollo Theater, 1962",James Brown,1963,117.9,16,0.9,0.556,0.821,0.35,0.0149,0.0383,0.0714,-7.675,125.7,0,0
Waiting for a Train,Johnny Cash,1963,124.4,15,0.155,0.609,0.558,0.891,4.63e-06,0.123,0.0484,-15.296,118.0,1,0
"Preludes, Book 1, L. 117: No. 8, La fille aux cheveux de lin (Arr. for Orchestra)","Claude Debussy, Philadelphia Orchestra, William Smith",1963,175.4,15,0.044,0.0998,0.043,0.953,0.926,0.0739,0.0445,-25.998,88.7,1,0
The Twenty-Fourth Hour,Ray Price,1963,171.1,15,0.328,0.491,0.52,0.894,6.13e-05,0.427,0.037,-14.176,104.5,1,0
Taking My Time,Marvin Gaye,1963,147.5,14,0.477,0.587,0.939,0.675,0.0,0.357,0.0344,-10.517,134.3,0,0
Sioux City Sue,Slim Whitman,1963,130.3,14,0.441,0.582,0.932,0.768,0.0,0.267,0.0614,-10.632,169.2,1,0
How Many Teardrops,Lou Christie,1963,125.9,14,0.697,0.562,0.808,0.586,0.0,0.0822,0.0903,-8.859,149.2,1,0
The Love Of A Rose,Vince Guaraldi,1963,163.3,13,0.613,0.645,0.926,0.699,0.377,0.0669,0.0289,-12.855,114.7,1,0
The Black Swan - Live at Carnegie Hall,Nina Simone,1963,364.7,12,0.348,0.275,0.367,0.968,0.0101,0.964,0.201,-15.458,87.1,0,0
The End Of The World,Ruby And The Romantics,1963,147.3,12,0.285,0.568,0.44,0.983,0.00746,0.19,0.0304,-10.525,69.1,1,0
Johnny Angel - Single Version,Shelley Fabares,1963,139.3,11,0.385,0.369,0.735,0.872,0.0,0.279,0.0282,-9.132,108.0,1,0
The Marvelous Toy,Chad Mitchell Trio,1963,166.8,10,0.321,0.544,0.733,0.763,0.0,0.0908,0.0549,-14.9,165.1,1,0
The Sea and Me,Marty Robbins,1963,186.4,10,0.144,0.403,0.187,0.914,0.000348,0.235,0.0275,-15.434,80.1,0,0
You Always Hurt the One You Love,Paul Anka,1963,228.9,8,0.14,0.375,0.273,0.613,0.0,0.385,0.0338,-13.171,134.3,1,0
You Never Can Tell,Chuck Berry,1964,161.9,69,0.852,0.525,0.884,0.731,5.11e-05,0.218,0.222,-9.519,157.4,1,0
Can't Buy Me Love - Remastered 2009,The Beatles,1964,131.9,65,0.677,0.483,0.842,0.283,0.0,0.321,0.0593,-5.91,170.7,1,0
Hier encore,Charles Aznavour,1964,143.5,60,0.422,0.276,0.43,0.814,0.0,0.321,0.0502,-9.341,64.2,0,0
Moon River,Louis Armstrong,1964,179.9,53,0.12,0.448,0.261,0.877,0.0135,0.1,0.0355,-14.089,86.4,1,0
Quiet Nights Of Quiet Stars (Corcovado),Oscar Peterson Trio,1964,172.4,52,0.336,0.615,0.45,0.784,0.85,0.113,0.0589,-18.634,90.5,0,0
Walk On By,Aretha Franklin,1964,167.4,49,0.282,0.718,0.572,0.696,0.00194,0.0838,0.0275,-10.481,97.9,0,0
La Última Noche,"Eydie Gormé, Los Panchos",1964,173.6,47,0.393,0.732,0.731,0.812,0.0,0.125,0.046,-11.2,123.3,1,0
The Glory of Love,Jimmy Durante,1964,169.6,46,0.258,0.487,0.516,0.788,0.000213,0.0776,0.0361,-11.801,96.6,1,0
Shapes of Things - 2015 Remaster,The Yardbirds,1964,146.0,41,0.823,0.432,0.381,0.249,0.00572,0.0953,0.116,-9.216,132.2,1,0
Bird Dog,The Everly Brothers,1964,136.4,40,0.706,0.658,0.965,0.686,2.18e-06,0.166,0.0354,-9.076,141.2,1,0
Meditacao - Live At Carnegie Hall/1964,"Stan Getz, João Gilberto",1964,240.8,39,0.0981,0.531,0.47,0.892,0.62,0.694,0.0825,-28.376,142.4,0,0
Last Night I Had the Strangest Dream,Simon & Garfunkel,1964,130.0,37,0.374,0.554,0.85,0.448,1.59e-05,0.265,0.0276,-13.367,80.1,1,0
I Get Around (Stereo) - Remastered,The Beach Boys,1964,134.3,36,0.513,0.398,0.902,0.29,0.0,0.0639,0.0371,-9.652,146.1,0,0
Benedictus,Simon & Garfunkel,1964,158.0,35,0.0859,0.168,0.128,0.857,0.155,0.117,0.0345,-19.749,133.6,1,0
Mona (I Need You Baby),The Rolling Stones,1964,214.7,35,0.684,0.695,0.427,0.0688,0.000257,0.0981,0.133,-9.968,99.0,1,0
Home (When Shadows Fall),Sam Cooke,1964,150.8,34,0.382,0.264,0.329,0.785,2.62e-06,0.215,0.0293,-8.901,78.4,1,0
Koto Song,The Dave Brubeck Quartet,1964,181.3,34,0.0954,0.472,0.318,0.974,0.561,0.101,0.0392,-19.348,110.2,0,0
Maria,"Evadne Baker, Annalee, Portia Nelson, Marni Nixon",1964,196.7,34,0.266,0.564,0.512,0.943,0.0,0.176,0.111,-12.547,119.9,1,0
Praise The Lord,Mary Lou Williams,1964,354.8,32,0.631,0.564,0.568,0.373,0.0,0.74,0.0872,-8.031,145.0,1,0
Crying in the Rain,The Everly Brothers,1964,119.2,31,0.462,0.6,0.592,0.629,0.0,0.215,0.0258,-7.179,97.1,1,0
Sweet And Lovely (Take 2),Thelonious Monk,1964,180.8,31,0.299,0.438,0.0396,0.983,0.9,0.0842,0.053,-9.037,81.4,1,0
Rockin' In Rhythm,Clark Terry,1964,279.6,31,0.433,0.479,0.715,0.451,1.22e-05,0.159,0.041,-9.954,168.0,0,0
You Can Make It If You Try,The Rolling Stones,1964,121.7,30,0.546,0.7,0.532,0.217,7.02e-05,0.166,0.0622,-9.567,102.6,1,0
"Bizet: Carmen, WD 31, Act 2 Scene 2: No. 14, Couplets, ""Votre toast, je peux vous le rendre"" (Escamillo, Frasquita, Mercedes, Carmen, Chorus)","Georges Bizet, Robert Massard/Choeurs René Duclos/Orchestre de l'Opéra National de Paris/Georges Prêtre, Georges Prêtre, Orchestre du Théâtre National de l'Opéra Paris, Orchestre de l'Opéra National de Paris, Paris Opera Orchestra",1964,292.4,27,0.337,0.425,0.465,0.936,0.0145,0.0863,0.067,-13.995,115.9,1,0
大路風吹萬丈黃,霜華雪華,1964,202.8,26,0.0977,0.447,0.404,0.947,6.83e-05,0.204,0.051,-21.656,140.9,1,0
The World I Used to Know,Glenn Yarbrough,1964,167.9,25,0.161,0.439,0.419,0.874,0.00163,0.0984,0.0344,-16.582,128.2,1,0
I Gotta Go Now,The Kinks,1964,173.2,24,0.514,0.571,0.651,0.227,1.01e-05,0.0709,0.0481,-9.876,106.4,1,0
You Are Woman I Am Man,Louis Armstrong,1964,137.6,24,0.398,0.623,0.651,0.745,0.0,0.118,0.0456,-9.527,68.9,1,0
I Believe In You,"Frank Sinatra, Count Basie",1964,141.0,23,0.468,0.565,0.634,0.382,0.0,0.105,0.0777,-10.026,95.0,0,0
Smokestack Lightning,Manfred Mann,1964,213.7,23,0.563,0.504,0.356,0.322,0.318,0.37,0.0294,-7.008,112.1,1,0
Unchained Melody,Bobby Vinton,1964,168.9,22,0.413,0.347,0.374,0.756,0.0,0.0667,0.0302,-7.918,108.3,1,0
不了情,幸福合唱團,1964,234.0,22,0.0513,0.217,0.0628,0.972,0.0014,0.0915,0.0366,-26.113,66.1,1,0
Someone I Used to Know,Bobby Vinton,1964,131.6,21,0.181,0.46,0.236,0.837,0.0,0.112,0.0358,-11.237,137.4,0,0
Someone to Love Me,Solomon Burke,1964,184.8,21,0.387,0.51,0.666,0.76,9.95e-05,0.0692,0.0322,-12.647,126.0,1,0
Crying Over You - 2019 - Remaster,The Dave Clark Five,1964,129.3,20,0.36,0.501,0.412,0.771,0.0,0.0741,0.0271,-11.314,102.5,1,0
Band Introductions - Live,Sam Cooke,1964,87.8,20,0.475,0.449,0.404,0.692,6.01e-06,0.621,0.935,-18.386,81.7,0,0
懷鄉嶺,李清風,1964,211.9,19,0.0967,0.445,0.432,0.962,0.000197,0.128,0.0362,-21.499,85.6,1,0
"Only Trust Your Heart - Live At Café Au Go-Go,1964","The New Stan Getz Quartet, Astrud Gilberto",1964,274.5,19,0.152,0.423,0.421,0.946,7.22e-06,0.79,0.0744,-23.968,121.9,1,0
Save It for Me,Frankie Valli & The Four Seasons,1964,156.8,19,0.593,0.517,0.68,0.302,0.0,0.118,0.0351,-6.603,133.1,1,0
All My Loving,Herb Alpert & The Tijuana Brass,1964,114.8,18,0.434,0.575,0.751,0.184,0.885,0.0288,0.252,-9.454,184.5,0,0
Last One to Be Loved - Ichiban,Dionne Warwick,1964,203.9,18,0.402,0.432,0.283,0.864,1.95e-06,0.287,0.0394,-7.961,96.1,1,0
Bad News - Stereo Version,Johnny Cash,1964,176.4,18,0.475,0.686,0.591,0.823,0.000788,0.187,0.0525,-13.874,134.2,1,0
Denny's Drums - Remastered,The Beach Boys,1964,119.4,18,0.934,0.548,0.689,0.00204,0.641,0.124,0.0406,-10.055,121.3,1,0
Smokey Mountain Boy,Elvis Presley,1964,158.0,17,0.617,0.738,0.765,0.61,0.00435,0.0966,0.0481,-7.5,111.9,0,0
Please Send Me Someone To Love,Irma Thomas,1964,150.0,17,0.493,0.397,0.641,0.67,0.0,0.269,0.0384,-10.779,117.7,0,0
Love,Augustin Lehfuss,1964,172.0,17,0.527,0.635,0.65,0.481,0.0,0.198,0.0559,-7.824,108.7,1,0
Like Jimmy Reed Again - 2015 Remaster,The Yardbirds,1964,182.8,16,0.109,0.602,0.703,0.00846,0.928,0.0753,0.201,-19.503,216.1,1,0
Wild Bill Jones,Dock Boggs,1964,134.8,16,0.299,0.574,0.618,0.947,0.00125,0.113,0.0316,-12.218,111.6,0,0
Your Heart Turned Left (And I Was On The Right),George Jones,1964,135.6,15,0.733,0.636,0.903,0.364,8.32e-06,0.731,0.0611,-7.515,92.9,1,0
She Cried,Jay & The Americans,1964,174.2,15,0.237,0.457,0.41,0.551,0.0,0.291,0.0286,-15.505,99.9,0,0
Invisible Tears,Ray Conniff,1964,123.9,15,0.644,0.574,0.882,0.842,5.04e-06,0.155,0.0297,-10.3,116.9,1,0
Den Siste Mohikaner,Arne Bendiksen,1964,180.0,15,0.556,0.694,0.86,0.822,0.0,0.0975,0.0471,-10.011,134.7,1,0
"3 Waltzes, Op. 34: No. 2 in A Minor","Frédéric Chopin, Arthur Rubinstein",1964,314.2,15,0.00893,0.185,0.0863,0.995,0.913,0.0848,0.0422,-33.654,69.8,1,0
"Waltz No. 14 in E Minor, Op. posth.","Frédéric Chopin, Arthur Rubinstein",1964,185.2,14,0.0581,0.345,0.239,0.992,0.861,0.133,0.0381,-25.672,139.2,0,0
Red River Valley,Lloyd Green,1964,162.9,13,0.13,0.397,0.373,0.726,0.576,0.121,0.0435,-22.218,99.2,1,0
The Girl From Ipanema,Martin Denny,1964,147.8,13,0.176,0.577,0.709,0.672,0.149,0.1,0.0441,-23.407,152.8,1,0
Born to Lose,Johnny Cash,1964,131.0,13,0.671,0.578,0.867,0.796,0.46,0.0985,0.0351,-8.767,137.3,1,0
"Nur du, du, du allein (To Know Him Is To Love Him)",Bert Kaempfert,1964,151.4,12,0.321,0.18,0.279,0.758,0.758,0.131,0.0331,-9.064,73.0,1,0
Talkin' 'Bout You - Mono,The Hollies,1964,127.8,12,0.961,0.443,0.732,0.249,5.37e-05,0.187,0.13,-5.529,155.5,0,0
Four Rode By,Ian & Sylvia,1964,162.0,12,0.417,0.516,0.632,0.51,0.00145,0.187,0.0329,-12.811,124.1,1,0
Spanish Eyes,Al Martino,1965,166.9,56,0.481,0.519,0.48,0.308,1.05e-05,0.121,0.0283,-9.796,109.2,1,0
As Time Goes By,Jimmy Durante,1965,148.4,51,0.226,0.406,0.247,0.557,0.0116,0.347,0.0293,-11.188,80.5,1,0
Samba De Verão,Walter Wanderley,1965,192.8,41,0.659,0.533,0.614,0.773,0.773,0.113,0.0426,-9.117,158.4,0,0
I Ain't Marching Anymore,Phil Ochs,1965,154.9,41,0.492,0.498,0.662,0.633,0.0,0.0762,0.0458,-6.517,131.1,1,0
Where Have All the Good Times Gone,The Kinks,1965,169.1,37,0.889,0.589,0.722,0.505,2.15e-05,0.151,0.0415,-7.277,112.8,1,0
Move It - 2002 Remaster,Cliff Richard,1965,137.5,37,0.595,0.347,0.565,0.0194,2.01e-05,0.118,0.0483,-6.432,173.2,0,0
Born in Chicago,The Paul Butterfield Blues Band,1965,188.9,37,0.597,0.419,0.941,0.786,0.000769,0.321,0.048,-12.591,76.2,1,0
Invitation,Dorothy Ashby,1965,176.7,33,0.351,0.522,0.538,0.766,0.81,0.248,0.0279,-14.563,85.9,0,0
Down Home Girl,The Rolling Stones,1965,251.7,32,0.785,0.663,0.847,0.626,0.695,0.0779,0.027,-8.146,115.8,1,0
Send Me the Pillow You Dream On,Dean Martin,1965,150.3,32,0.341,0.385,0.576,0.743,1.18e-05,0.238,0.0294,-13.188,105.8,1,0
Trains And Boats And Planes,Burt Bacharach,1965,169.5,30,0.477,0.431,0.403,0.552,0.0331,0.206,0.0264,-8.912,108.3,1,0
My Ship,Wynton Kelly Trio,1965,229.7,29,0.0478,0.33,0.165,0.986,0.86,0.12,0.037,-24.707,88.9,0,0
Quiet Nights of Quiet Stars (Corcovado),Doris Day,1965,173.9,29,0.227,0.39,0.207,0.837,0.00302,0.116,0.0323,-15.577,102.1,1,0
Lovable,"Sam Cooke, The Soul Stirrers",1965,143.8,27,0.294,0.505,0.426,0.742,0.0,0.184,0.0447,-12.281,85.2,1,0
聖誕鈴聲+平安夜,環球管弦樂隊,1965,230.7,26,0.504,0.527,0.152,0.878,0.0325,0.333,0.0351,-8.802,100.1,1,0
California Girls (Mono),The Beach Boys,1965,160.4,26,0.591,0.486,0.756,0.338,0.0,0.138,0.0314,-7.386,116.3,1,0
Touch Me,Dottie West,1965,152.1,25,0.335,0.395,0.421,0.833,0.00078,0.259,0.0292,-12.083,80.5,1,0
Y Todavía Te Quiero,Javier Solís,1965,167.4,25,0.259,0.639,0.73,0.884,2.52e-06,0.465,0.0426,-12.44,107.9,0,0
Little Boat,João Donato,1965,146.2,24,0.244,0.519,0.609,0.569,3.15e-06,0.0811,0.0438,-19.999,81.6,1,0
Screamin',The Paul Butterfield Blues Band,1965,276.9,24,0.783,0.478,0.89,0.5,0.938,0.5,0.0358,-8.904,134.5,1,0
Who's Next?,Tom Lehrer,1965,119.7,24,0.605,0.594,0.922,0.86,0.0,0.728,0.804,-11.084,107.0,1,0
Out In The Street - Shel Talmy Stereo Version,The Who,1965,152.3,24,0.83,0.448,0.577,0.104,0.00523,0.159,0.0402,-5.215,110.1,1,0
Mi Nei,Buddy Fo & His Group,1965,229.2,24,0.164,0.278,0.275,0.956,0.0,0.0926,0.0326,-12.676,87.3,1,0
Nothing Can Change This Love,Otis Redding,1965,181.0,23,0.2,0.589,0.122,0.4,0.000496,0.153,0.0349,-15.534,147.8,1,0
San Franciscan Nights,Eric Burdon & the Animals,1965,200.4,23,0.423,0.513,0.543,0.327,0.0912,0.127,0.0369,-12.195,91.3,1,0
Oh! Susannah,The Byrds,1965,183.2,23,0.525,0.36,0.324,0.602,1.8e-05,0.265,0.0484,-10.372,171.2,1,0
Most Like Lee,Lee Morgan,1965,409.2,23,0.498,0.531,0.752,0.784,0.00169,0.212,0.0818,-12.655,93.4,0,0
Don't Ever Change,The Kinks,1965,143.7,23,0.902,0.655,0.941,0.515,0.00382,0.323,0.0319,-3.741,120.5,1,0
"Stuck Inside of Mobile with the Memphis Blues Again - Take 13, Alternate Take",Bob Dylan,1965,242.0,23,0.409,0.634,0.477,0.462,0.0,0.184,0.0408,-12.721,97.4,1,0
意難忘,楊燕,1965,268.2,23,0.0323,0.447,0.164,0.948,7.07e-05,0.111,0.0338,-26.987,72.9,1,0
Blues In The Bottle,The Lovin' Spoonful,1965,130.6,23,0.794,0.377,0.956,0.223,5.58e-06,0.0901,0.0478,-7.433,208.9,1,0
You Shouldn't Be Sad,The Kinks,1965,120.9,22,0.898,0.419,0.909,0.178,0.0,0.259,0.0697,-3.231,144.1,0,0
I'm Gonna Change The World,The Animals,1965,215.0,22,0.641,0.403,0.715,0.00209,0.000823,0.657,0.0327,-5.394,133.0,1,0
"Mama, You Been on My Mind - Live at Philharmonic Hall, New York, NY - October 1964","Bob Dylan, Joan Baez",1965,185.4,22,0.759,0.559,0.404,0.791,0.0,0.886,0.292,-9.856,105.0,1,0
Let Me Have Some,Smokey Robinson & The Miracles,1965,187.4,22,0.729,0.6,0.908,0.348,0.0,0.58,0.0329,-9.256,135.3,1,0
Since You Won My Heart,Smokey Robinson & The Miracles,1965,136.1,21,0.54,0.428,0.849,0.479,0.0,0.385,0.0345,-11.806,123.5,1,0
The Night Has A Thousand Eyes,Gary Lewis & The Playboys,1965,185.7,21,0.531,0.472,0.921,0.271,0.0,0.0863,0.0278,-7.42,165.0,1,0
Look over Yonders Wall,The Paul Butterfield Blues Band,1965,147.0,21,0.811,0.405,0.758,0.0304,0.000457,0.261,0.0691,-8.36,143.3,1,0
"She's Your Lover Now - Take 6, Rehearsal",Bob Dylan,1965,297.1,21,0.447,0.479,0.532,0.213,0.0,0.304,0.0267,-10.052,84.6,1,0
Cotton Fields,The New Christy Minstrels,1965,210.6,20,0.317,0.426,0.35,0.774,0.0,0.182,0.0407,-13.179,133.6,1,0
Stranger In Town,Paul Desmond,1965,383.7,20,0.0592,0.376,0.226,0.97,0.391,0.0909,0.0473,-23.586,83.3,1,0
Mountain Of Love - Remastered,The Beach Boys,1965,170.7,19,0.661,0.533,0.783,0.114,1.53e-06,0.465,0.0435,-4.786,138.1,1,0
Ranger's Command,Joan Baez,1965,197.9,19,0.0623,0.496,0.328,0.89,1.32e-06,0.109,0.0372,-17.42,79.9,1,0
I'm Bugged At My Ol' Man - Remastered,The Beach Boys,1965,139.9,19,0.511,0.57,0.677,0.965,0.000153,0.215,0.0326,-7.35,122.2,1,0
想你!想你,幸福合唱團,1965,199.3,19,0.0652,0.245,0.149,0.98,0.00065,0.109,0.0439,-27.926,135.9,1,0
Oh Deed I Do,Donovan,1965,126.0,18,0.298,0.602,0.737,0.865,0.00971,0.12,0.0423,-15.844,101.6,1,0
The Good's Gone - Full Length Stereo Version,The Who,1965,267.4,18,0.865,0.46,0.682,0.0671,0.904,0.169,0.0324,-8.669,124.9,1,0
Funny How Time Slips Away,Willie Nelson,1965,158.5,18,0.207,0.657,0.475,0.647,0.00432,0.133,0.0297,-11.212,81.3,1,0
A Walk In The Sun (Mono),The Turtles,1965,134.4,18,0.831,0.32,0.964,0.0309,3.3e-05,0.105,0.0346,-7.942,173.8,1,0
Then and Only Then,Connie Smith,1965,147.1,18,0.517,0.363,0.713,0.826,0.0,0.0878,0.032,-8.532,66.7,1,0
Please Mr. D.J. - Remastered,Merle Haggard,1965,146.3,17,0.381,0.806,0.77,0.847,0.0024,0.0856,0.0296,-9.181,99.5,1,0
"On the Road Again - Take 4, Alternate Take",Bob Dylan,1965,151.0,17,0.555,0.72,0.749,0.568,0.0,0.17,0.052,-9.641,127.3,0,0
They Call the Wind Maria,Ed Ames,1965,177.0,16,0.614,0.419,0.484,0.807,0.0,0.119,0.0459,-9.835,136.4,0,0
"Jane, Jane","Peter, Paul and Mary",1965,174.6,15,0.307,0.632,0.588,0.782,0.0386,0.103,0.0324,-17.639,128.9,0,0
Pop Goes the Hammer,Lorne Greene,1965,187.1,15,0.545,0.653,0.761,0.689,3.91e-06,0.629,0.115,-9.189,124.1,0,0
Hawaiian Wedding Song - Live from Hawaii,Don Ho,1965,310.6,14,0.274,0.286,0.298,0.915,0.566,0.7,0.0358,-16.126,92.0,1,0
Don't Let Go,Shirley Ellis,1965,176.4,13,0.941,0.607,0.59,0.602,0.000151,0.672,0.213,-4.559,84.0,1,0
Oh Baby (We Got A Good Thing Goin') - Remastered 2002,The Rolling Stones,1965,129.5,13,0.716,0.681,0.969,0.364,0.241,0.899,0.0285,-8.926,141.5,1,0
All For You,Earl Van Dyke & The Soul Brothers,1965,174.4,13,0.651,0.554,0.862,0.0726,0.259,0.351,0.0293,-7.464,121.0,1,0
Turn Around Look at Me,The Vogues,1965,140.4,13,0.399,0.475,0.51,0.248,0.00882,0.124,0.0277,-10.025,108.2,1,0
"It's A Man's, Man's, Man's World",James Brown & The Famous Flames,1966,167.4,62,0.24,0.539,0.567,0.687,5.12e-05,0.133,0.0426,-16.632,80.8,0,0
April Come She Will,Simon & Garfunkel,1966,109.4,61,0.186,0.489,0.349,0.863,0.000152,0.2,0.029,-16.237,102.2,1,0
Mi sei scoppiato dentro il cuore,Mina,1966,185.6,50,0.529,0.467,0.348,0.626,1.92e-06,0.0917,0.0517,-5.773,119.6,1,0
Out Of Time,The Rolling Stones,1966,336.9,47,0.618,0.653,0.705,0.663,0.0,0.134,0.0744,-10.852,126.7,1,0
Almost Persuaded,David Houston,1966,176.4,46,0.338,0.251,0.353,0.861,0.0,0.144,0.0382,-11.897,81.6,1,0
Namoradinha de um Amigo Meu - Versão remasterizada,Roberto Carlos,1966,161.5,45,0.522,0.664,0.903,0.0442,0.00258,0.0846,0.0305,-12.287,136.5,0,0
