"type","title","rating","duration","listed_in","country","date_added","release_year"
"TV Show","Bangkok Love Stories: Innocence","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","Thailand","June 19, 2021",2018
"TV Show","Black Lightning","TV-14","4 Seasons","TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","United States","June 19, 2021",2021
"TV Show","Call My Agent!","TV-MA","4 Seasons","International TV Shows, TV Comedies, TV Dramas","France","June 19, 2021",2018
"TV Show","Champions","TV-14","1 Season","TV Comedies","United States","June 19, 2021",2018
"TV Show","Charité at War","TV-MA","1 Season","International TV Shows, TV Dramas",NA,"June 19, 2021",2019
"TV Show","Cleo & Cuquin","TV-Y","2 Seasons","Kids' TV","Spain","June 19, 2021",2020
"TV Show","Deadwind","TV-MA","2 Seasons","Crime TV Shows, International TV Shows, TV Dramas","Finland, Germany","June 19, 2021",2020
"TV Show","Gameboys Level-Up Edition","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies",NA,"June 19, 2021",2020
"TV Show","Glee","TV-14","6 Seasons","TV Comedies, TV Dramas, Teen TV Shows","United States","June 19, 2021",2015
"TV Show","Hap and Leonard","TV-MA","3 Seasons","Crime TV Shows, TV Dramas","United States","June 19, 2021",2018
"TV Show","Locked Up","TV-MA","5 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Spain","June 19, 2021",2020
"TV Show","No Time for Shame","TV-MA","1 Season","International TV Shows, Reality TV, Spanish-Language TV Shows","Argentina","June 19, 2021",2019
"TV Show","Pose","TV-MA","2 Seasons","TV Dramas","United States","June 19, 2021",2019
"TV Show","REA(L)OVE","TV-MA","1 Season","International TV Shows, Reality TV, Romantic TV Shows","Japan","June 19, 2021",2018
"TV Show","Riverdale","TV-14","4 Seasons","Crime TV Shows, TV Dramas, TV Mysteries","United States","June 19, 2021",2019
"TV Show","Schitt's Creek","TV-MA","6 Seasons","TV Comedies","Canada, United States","June 19, 2021",2020
"TV Show","The Assassination of Gianni Versace","TV-MA","1 Season","Crime TV Shows, TV Dramas, TV Thrillers","United States","June 19, 2021",2018
"TV Show","The Judgement","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","Thailand","June 19, 2021",2018
"TV Show","The Last Dance","TV-MA","1 Season","Docuseries","United States","June 19, 2021",2020
"TV Show","They've Gotta Have Us","TV-MA","1 Season","British TV Shows, Docuseries","United Kingdom","June 19, 2021",2018
"TV Show","Why Are You Like This","TV-MA","1 Season","International TV Shows, TV Comedies","Australia","June 19, 2021",2021
"TV Show","Elite","TV-MA","4 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Spain","June 18, 2021",2021
"TV Show","Hospital Playlist","TV-14","2 Seasons","International TV Shows, Korean TV Shows, TV Comedies","South Korea","June 18, 2021",2021
"TV Show","So Not Worth It","TV-14","1 Season","International TV Shows, TV Comedies",NA,"June 18, 2021",2021
"TV Show","The Rational Life","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas",NA,"June 18, 2021",2021
"TV Show","Black Summer","TV-MA","2 Seasons","TV Action & Adventure, TV Dramas, TV Horror","Canada, United States","June 17, 2021",2021
"TV Show","Elite Short Stories: Carla Samuel","TV-MA","1 Season","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",NA,"June 17, 2021",2021
"TV Show","Katla","TV-MA","1 Season","International TV Shows, TV Dramas, TV Mysteries","Iceland","June 17, 2021",2021
"TV Show","Record of Ragnarok","TV-MA","1 Season","Anime Series, International TV Shows",NA,"June 17, 2021",2021
"TV Show","The Gift","TV-MA","3 Seasons","International TV Shows, TV Dramas, TV Mysteries","Turkey","June 17, 2021",2021
"TV Show","Elite Short Stories: Omar Ander Alexis","TV-MA","1 Season","International TV Shows, Spanish-Language TV Shows, TV Dramas",NA,"June 16, 2021",2021
"TV Show","Let's Eat","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies",NA,"June 16, 2021",2021
"TV Show","Millennials","TV-MA","3 Seasons","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Argentina","June 16, 2021",2020
"TV Show","Penguin Town","TV-PG","1 Season","Docuseries, Science & Nature TV",NA,"June 16, 2021",2021
"TV Show","Avengers Climate Conundrum","TV-Y7","1 Season","Kids' TV, TV Comedies","United States","June 15, 2021",2020
"TV Show","Beyond Evil","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Thrillers",NA,"June 15, 2021",2021
"TV Show","Elite Short Stories: Nadia Guzmán","TV-MA","1 Season","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",NA,"June 15, 2021",2021
"TV Show","Power Rangers Dino Fury","TV-G","1 Season","Kids' TV","United States","June 15, 2021",2021
"TV Show","Rhyme Time Town","TV-Y","2 Seasons","Kids' TV",NA,"June 15, 2021",2021
"TV Show","The American Bible Challenge","TV-G","1 Season","Reality TV","United States","June 15, 2021",2014
"TV Show","Elite Short Stories: Guzmán Caye Rebe","TV-MA","1 Season","International TV Shows, Spanish-Language TV Shows, TV Dramas",NA,"June 14, 2021",2021
"TV Show","Metallica: Some Kind of Monster","TV-MA","1 Season","TV Shows","United States","June 13, 2021",2014
"TV Show","Love (ft. Marriage and Divorce)","TV-14","2 Seasons","International TV Shows, TV Dramas","South Korea","June 12, 2021",2021
"TV Show","LEGO Friends: The Power of Friendship","TV-Y7","2 Seasons","Kids' TV","Denmark","June 11, 2021",2016
"TV Show","Lupin","TV-MA","2 Seasons","Crime TV Shows, International TV Shows, TV Action & Adventure","France, United States","June 11, 2021",2021
"TV Show","Trese","TV-MA","1 Season","Anime Series, Crime TV Shows, TV Horror","Philippines, Singapore, Indonesia","June 11, 2021",2021
"TV Show","Locombianos","TV-MA","1 Season","International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows","Colombia","June 10, 2021",2021
"TV Show","Fresh, Fried & Crispy","TV-PG","1 Season","Reality TV","United States","June 9, 2021",2021
"TV Show","L.A.’s Finest","TV-MA","2 Seasons","Crime TV Shows, TV Action & Adventure, TV Comedies","United States","June 9, 2021",2021
"TV Show","Guru Aur Bhole","TV-Y7","2 Seasons","Kids' TV, TV Comedies",NA,"June 8, 2021",2018
"TV Show","Newly Rich, Newly Poor","TV-MA","1 Season","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Colombia","June 6, 2021",2007
"TV Show","Feel Good","TV-MA","2 Seasons","Romantic TV Shows, TV Comedies, TV Dramas","United Kingdom","June 4, 2021",2021
"TV Show","Human: The World Within","TV-PG","1 Season","Docuseries, Science & Nature TV",NA,"June 4, 2021",2021
"TV Show","Sweet Tooth","TV-14","1 Season","TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","United States","June 4, 2021",2021
"TV Show","Creator's File: GOLD","TV-14","1 Season","International TV Shows, TV Comedies","Japan","June 3, 2021",2021
"TV Show","Pretty Guardian Sailor Moon Eternal The Movie","TV-14","1 Season","TV Shows",NA,"June 3, 2021",2021
"TV Show","Summertime","TV-MA","2 Seasons","International TV Shows, Romantic TV Shows, TV Dramas","Italy","June 3, 2021",2021
"TV Show","Attack on Titan","TV-MA","1 Season","Anime Series, International TV Shows","Japan","June 2, 2021",2013
"TV Show","Ben & Holly's Little Kingdom","TV-Y","2 Seasons","Kids' TV","United Kingdom","June 2, 2021",2019
"TV Show","Cocomelon","TV-Y","3 Seasons","Kids' TV","United States","June 2, 2021",2021
"TV Show","Downton Abbey","TV-14","6 Seasons","British TV Shows, International TV Shows, TV Dramas","United Kingdom","June 2, 2021",2015
"TV Show","Happy Endings","TV-14","3 Seasons","TV Comedies","United States","June 2, 2021",2012
"TV Show","Ouran High School Host Club","TV-PG","1 Season","Anime Series, Romantic TV Shows, Teen TV Shows","Japan","June 2, 2021",2006
"TV Show","Racket Boys","TV-14","1 Season","International TV Shows, TV Comedies, TV Dramas",NA,"June 2, 2021",2021
"TV Show","The Adventures of Sonic the Hedgehog","TV-Y7","1 Season","Kids' TV","United States, Canada","June 2, 2021",1993
"TV Show","The Platform","TV-14","3 Seasons","International TV Shows, TV Dramas, TV Mysteries","United Arab Emirates","June 2, 2021",2021
"TV Show","Dirty John","TV-MA","2 Seasons","Crime TV Shows, TV Dramas, TV Mysteries","United States","May 31, 2021",2020
"TV Show","The Kominsky Method","TV-MA","3 Seasons","TV Comedies, TV Dramas","United States","May 28, 2021",2021
"TV Show","The Least Expected Day: Inside the Movistar Team 2019","TV-MA","2 Seasons","Docuseries, International TV Shows, Spanish-Language TV Shows",NA,"May 28, 2021",2021
"TV Show","Word of Honor","TV-14","1 Season","International TV Shows, TV Action & Adventure, TV Dramas",NA,"May 28, 2021",2021
"TV Show","Black Space","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","Israel","May 27, 2021",2021
"TV Show","Eden","TV-PG","1 Season","Anime Series, International TV Shows",NA,"May 27, 2021",2021
"TV Show","Ragnarok","TV-MA","2 Seasons","International TV Shows, TV Action & Adventure, TV Dramas","Norway, Denmark","May 27, 2021",2021
"TV Show","High on the Hog: How African American Cuisine Transformed America","TV-14","1 Season","Docuseries",NA,"May 26, 2021",2021
"TV Show","JoJo's Bizarre Adventure","TV-MA","3 Seasons","Anime Series, International TV Shows","Japan","May 26, 2021",2016
"TV Show","Mad for Each Other","TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Comedies",NA,"May 24, 2021",2021
"TV Show","Master of None","TV-MA","3 Seasons","TV Comedies, TV Dramas","United States","May 23, 2021",2021
"TV Show","Jurassic World Camp Cretaceous","TV-Y7","3 Seasons","Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","United States","May 21, 2021",2021
"TV Show","The Neighbor","TV-MA","2 Seasons","International TV Shows, Spanish-Language TV Shows, TV Comedies","Spain","May 21, 2021",2021
"TV Show","Special","TV-MA","2 Seasons","TV Comedies","United States","May 20, 2021",2021
"TV Show","The Magic School Bus","TV-Y","1 Season","Kids' TV","Canada, United States","May 19, 2021",1997
"TV Show","Who Killed Sara?","TV-MA","2 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Mexico","May 19, 2021",2021
"TV Show","Booba: Food Puzzle","TV-Y","1 Season","Kids' TV","United Kingdom","May 15, 2021",2021
"TV Show","Alma Matters","TV-MA","1 Season","Docuseries, International TV Shows","India","May 14, 2021",2021
"TV Show","Halston","TV-MA","1 Season","TV Dramas","United States","May 14, 2021",2021
"TV Show","Haunted","TV-MA","3 Seasons","Reality TV, TV Horror, TV Thrillers","United States, Czech Republic","May 14, 2021",2021
"TV Show","Love, Death & Robots","TV-MA","2 Seasons","TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy","United States","May 14, 2021",2021
"TV Show","Move to Heaven","TV-MA","1 Season","International TV Shows, TV Dramas","South Korea","May 14, 2021",2021
"TV Show","The Mystic River","TV-14","1 Season","International TV Shows, TV Horror, TV Sci-Fi & Fantasy",NA,"May 14, 2021",2020
"TV Show","Castlevania","TV-MA","4 Seasons","Anime Series, TV Horror, TV Thrillers","United States","May 13, 2021",2021
"TV Show","The Upshaws","TV-14","1 Season","TV Comedies","United States","May 12, 2021",2021
"TV Show","Use For My Talent","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies",NA,"May 12, 2021",2021
"TV Show","Money, Explained","TV-14","1 Season","Docuseries","United States","May 11, 2021",2021
"TV Show","Mine","TV-14","1 Season","International TV Shows, TV Dramas","South Korea","May 9, 2021",2021
"TV Show","Jupiter's Legacy","TV-MA","1 Season","TV Action & Adventure, TV Sci-Fi & Fantasy","United States","May 7, 2021",2021
"TV Show","Sab Jholmaal Hai","TV-Y7","2 Seasons","Kids' TV, TV Comedies","India","May 7, 2021",2017
"TV Show","Lava Ka Dhaava","TV-PG","1 Season","Reality TV","India","May 5, 2021",2021
"TV Show","The Sons of Sam: A Descent into Darkness","TV-MA","1 Season","Crime TV Shows, Docuseries","United States","May 5, 2021",2021
"TV Show","Selena: The Series","TV-PG","2 Seasons","TV Dramas","Mexico, United States","May 4, 2021",2020
"TV Show","StartUp","TV-MA","3 Seasons","Crime TV Shows, TV Dramas","United States","May 4, 2021",2018
"TV Show","Trash Truck","TV-Y","2 Seasons","Kids' TV",NA,"May 4, 2021",2021
"TV Show","Angelina Ballerina","TV-Y","2 Seasons","British TV Shows, Kids' TV",NA,"May 1, 2021",2010
"TV Show","Barney and Friends","TV-Y","2 Seasons","Kids' TV",NA,"May 1, 2021",2010
"TV Show","Miniforce: Super Dino Power","TV-Y7","1 Season","Kids' TV",NA,"May 1, 2021",2020
"TV Show","Pet Stars","TV-PG","1 Season","Reality TV",NA,"April 30, 2021",2021
"TV Show","The Innocent","TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows",NA,"April 30, 2021",2021
"TV Show","The Unremarkable Juanquini","TV-MA","2 Seasons","International TV Shows, Spanish-Language TV Shows, TV Comedies",NA,"April 30, 2021",2021
"TV Show","Yasuke","TV-MA","1 Season","Anime Series, International TV Shows",NA,"April 29, 2021",2021
"TV Show","Headspace Guide to Sleep","TV-G","1 Season","Docuseries, Science & Nature TV",NA,"April 28, 2021",2021
"TV Show","Sexify","TV-MA","1 Season","International TV Shows, TV Comedies, TV Dramas","Poland","April 28, 2021",2021
"TV Show","Fatma","TV-MA","1 Season","International TV Shows, TV Dramas, TV Thrillers","Turkey","April 27, 2021",2021
"TV Show","Let's Fight Ghost","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","Thailand","April 23, 2021",2021
"TV Show","Shadow and Bone","TV-14","1 Season","TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","United States","April 23, 2021",2021
"TV Show","Life in Color with David Attenborough","TV-PG","1 Season","British TV Shows, Docuseries, International TV Shows","Australia, United Kingdom","April 22, 2021",2021
"TV Show","Zero","TV-MA","1 Season","International TV Shows, TV Comedies, TV Dramas","Italy","April 21, 2021",2021
"TV Show","Izzy's Koala World","TV-Y","2 Seasons","Kids' TV","Australia","April 20, 2021",2021
"TV Show","Luis Miguel - The Series","TV-MA","2 Seasons","International TV Shows, Spanish-Language TV Shows, TV Dramas","Mexico","April 19, 2021",2021
"TV Show","PJ Masks","TV-Y","3 Seasons","Kids' TV","France, United Kingdom","April 19, 2021",2019
"TV Show","Bakugan: Geogan Rising","TV-Y7","1 Season","Anime Series, Kids' TV",NA,"April 16, 2021",2021
"TV Show","Love Naggers","TV-14","1 Season","International TV Shows, Stand-Up Comedy & Talk Shows","South Korea","April 16, 2021",2021
"TV Show","Dancing Angels","TV-PG","1 Season","International TV Shows, Romantic TV Shows, TV Comedies",NA,"April 15, 2021",2016
"TV Show","Durarara!!","TV-MA","1 Season","Anime Series, Crime TV Shows, International TV Shows","Japan","April 15, 2021",2016
"TV Show","Garth Brooks: The Road I’m On","TV-PG","1 Season","Docuseries","United States","April 15, 2021",2019
"TV Show","Gilmore Girls","TV-14","7 Seasons","Romantic TV Shows, TV Comedies, TV Dramas","United States","April 15, 2021",2006
"TV Show","High-Rise Invasion","TV-MA","1 Season","Anime Series, International TV Shows, TV Thrillers","Japan","April 15, 2021",2021
"TV Show","Next in Fashion","TV-14","1 Season","Reality TV","United States","April 15, 2021",2020
"TV Show","Peasants Rebellion","TV-14","1 Season","International TV Shows, TV Dramas","Lebanon","April 15, 2021",2018
"TV Show","Power Players","TV-Y","3 Seasons","Kids' TV","United States, France","April 15, 2021",2020
"TV Show","Ricky Zoom","TV-Y","1 Season","British TV Shows, Kids' TV","China, United Kingdom","April 15, 2021",2019
"TV Show","Sonic X","TV-Y7","2 Seasons","Anime Series, Kids' TV","Japan","April 15, 2021",2003
"TV Show","Ajaibnya Cinta","TV-PG","1 Season","International TV Shows, TV Dramas",NA,"April 14, 2021",2015
"TV Show","Dad Stop Embarrassing Me!","TV-14","1 Season","TV Comedies","United States","April 14, 2021",2021
"TV Show","Fate: The Winx Saga","TV-MA","1 Season","British TV Shows, International TV Shows, TV Dramas","Italy, United Kingdom","April 14, 2021",2021
"TV Show","House of Cards","TV-MA","6 Seasons","TV Dramas, TV Thrillers","United States","April 14, 2021",2018
"TV Show","Indian Matchmaking","TV-14","1 Season","Reality TV, Romantic TV Shows","United States, India","April 14, 2021",2020
"TV Show","Jeffrey Epstein: Filthy Rich","TV-MA","1 Season","Crime TV Shows, Docuseries","United States","April 14, 2021",2020
"TV Show","Law School","TV-14","1 Season","Crime TV Shows, International TV Shows, TV Dramas","South Korea","April 14, 2021",2021
"TV Show","Living with Yourself","TV-MA","1 Season","TV Comedies, TV Dramas","United States","April 14, 2021",2019
"TV Show","Signal","TV-MA","1 Season","Crime TV Shows, International TV Shows, Korean TV Shows","South Korea","April 14, 2021",2016
"TV Show","Slasher","TV-MA","3 Seasons","TV Horror, TV Mysteries, TV Thrillers","Canada","April 14, 2021",2019
"TV Show","The Underclass","TV-MA","1 Season","International TV Shows, TV Dramas, Teen TV Shows","Thailand","April 14, 2021",2020
"TV Show","Unnatural Selection","TV-MA","1 Season","Docuseries, Science & Nature TV","United States","April 14, 2021",2019
